,chr,start,stop,length
651,NW_022145596.1,30073998,30079616,5618
652,NW_022145596.1,30480879,30482881,2002
653,NW_022145596.1,30491668,30492962,1294
654,NW_022145596.1,30495919,30499469,3550
655,NW_022145596.1,30500652,30502994,2342
656,NW_022145596.1,30570305,30574533,4228
657,NW_022145596.1,30819480,30826739,7259
658,NW_022145596.1,30861563,30864132,2569
659,NW_022145596.1,30908322,30915676,7354
660,NW_022145596.1,30915776,30916056,280
661,NW_022145596.1,31390606,31392694,2088
662,NW_022145596.1,31782426,31783951,1525
663,NW_022145596.1,31906244,31917606,11362
664,NW_022145596.1,32342972,32345300,2328
665,NW_022145596.1,32347689,32350907,3218
666,NW_022145596.1,32765593,32765598,5
667,NW_022145596.1,32786939,32788160,1221
668,NW_022145596.1,32809728,32815205,5477
669,NW_022145596.1,32917605,32917849,244
670,NW_022145596.1,33143546,33143556,10
671,NW_022145597.1,268886,278329,9443
672,NW_022145597.1,289654,296499,6845
673,NW_022145597.1,536492,556975,20483
674,NW_022145597.1,988986,991164,2178
675,NW_022145597.1,1080928,1086098,5170
676,NW_022145597.1,1102583,1109326,6743
677,NW_022145597.1,1116611,1125096,8485
678,NW_022145597.1,1257192,1260596,3404
679,NW_022145597.1,1626570,1657503,30933
680,NW_022145597.1,2342386,2354503,12117
681,NW_022145597.1,2365426,2367434,2008
682,NW_022145597.1,2785124,2787477,2353
683,NW_022145597.1,3058817,3059780,963
684,NW_022145597.1,3080521,3084191,3670
685,NW_022145597.1,3153632,3159789,6157
686,NW_022145597.1,3215619,3220045,4426
687,NW_022145597.1,3451093,3451341,248
688,NW_022145597.1,3453712,3459788,6076
689,NW_022145597.1,3534708,3534856,148
690,NW_022145597.1,3534912,3537690,2778
691,NW_022145597.1,3578390,3591576,13186
692,NW_022145597.1,3666819,3668863,2044
693,NW_022145597.1,3710147,3713507,3360
694,NW_022145597.1,3814645,3815426,781
695,NW_022145597.1,3841508,3928209,86701
696,NW_022145597.1,4534088,4534541,453
697,NW_022145597.1,5439471,5439479,8
698,NW_022145597.1,5440134,5446259,6125
699,NW_022145597.1,5688250,5690354,2104
700,NW_022145597.1,5698515,5702695,4180
701,NW_022145597.1,5892576,5894964,2388
702,NW_022145597.1,6287619,6292137,4518
703,NW_022145597.1,6302215,6306190,3975
704,NW_022145597.1,6348274,6350234,1960
705,NW_022145597.1,6587480,6588107,627
706,NW_022145597.1,6609469,6612432,2963
707,NW_022145597.1,6816445,6817894,1449
708,NW_022145597.1,7094540,7095240,700
709,NW_022145597.1,7328672,7328678,6
710,NW_022145597.1,7424965,7428029,3064
711,NW_022145597.1,7559405,7560722,1317
712,NW_022145597.1,8352899,8355545,2646
713,NW_022145597.1,8412095,8412984,889
714,NW_022145597.1,8874684,8875845,1161
715,NW_022145597.1,8876246,8880606,4360
716,NW_022145597.1,8974285,8977125,2840
717,NW_022145597.1,9214949,9221680,6731
718,NW_022145597.1,9240243,9243501,3258
719,NW_022145597.1,9283542,9286495,2953
720,NW_022145597.1,9734008,9741858,7850
721,NW_022145597.1,9735080,9739124,4044
722,NW_022145597.1,10036739,10041252,4513
723,NW_022145597.1,10045048,10051573,6525
724,NW_022145597.1,10051699,10060304,8605
725,NW_022145597.1,12218482,12222041,3559
726,NW_022145597.1,13264434,13265964,1530
727,NW_022145597.1,13272457,13273689,1232
728,NW_022145597.1,13419878,13420063,185
729,NW_022145597.1,13987172,13990346,3174
730,NW_022145597.1,14646546,14647875,1329
731,NW_022145597.1,14674476,14675074,598
732,NW_022145597.1,14809274,14812462,3188
733,NW_022145597.1,15234557,15235022,465
734,NW_022145597.1,15391095,15391692,597
735,NW_022145597.1,15894382,15894841,459
736,NW_022145597.1,16235148,16236580,1432
737,NW_022145597.1,16278429,16279837,1408
738,NW_022145597.1,16296664,16303618,6954
739,NW_022145597.1,16501765,16509982,8217
740,NW_022145597.1,16550103,16552193,2090
741,NW_022145597.1,16754286,16757596,3310
742,NW_022145597.1,17155896,17159788,3892
743,NW_022145597.1,17295178,17304111,8933
744,NW_022145597.1,17311500,17315697,4197
745,NW_022145597.1,17316810,17322422,5612
746,NW_022145597.1,17317979,17320413,2434
747,NW_022145597.1,17320976,17323223,2247
748,NW_022145597.1,17913575,17915133,1558
749,NW_022145597.1,18167993,18168303,310
750,NW_022145597.1,18196805,18202145,5340
751,NW_022145597.1,18629907,18633563,3656
752,NW_022145597.1,19165891,19166753,862
753,NW_022145597.1,19172268,19174616,2348
754,NW_022145597.1,19175264,19179549,4285
755,NW_022145597.1,19799277,19800335,1058
756,NW_022145597.1,20465688,20469389,3701
757,NW_022145597.1,20632759,20634776,2017
758,NW_022145597.1,20654492,20654878,386
759,NW_022145597.1,20886285,20890990,4705
760,NW_022145597.1,21058683,21059283,600
761,NW_022145597.1,21068836,21070996,2160
762,NW_022145597.1,21589278,21592456,3178
763,NW_022145597.1,21950634,21963913,13279
764,NW_022145597.1,21969455,21979021,9566
765,NW_022145597.1,21999405,22021632,22227
766,NW_022145597.1,22249103,22261285,12182
767,NW_022145597.1,22439816,22443295,3479
768,NW_022145597.1,22604255,22604287,32
769,NW_022145597.1,22902477,22902566,89
770,NW_022145597.1,22988613,22992056,3443
771,NW_022145597.1,23330045,23332221,2176
772,NW_022145597.1,23605798,23607071,1273
773,NW_022145597.1,23658388,23660798,2410
774,NW_022145597.1,24059197,24070162,10965
775,NW_022145597.1,24074991,24106032,31041
776,NW_022145597.1,24209755,24210413,658
777,NW_022145597.1,24263620,24264680,1060
778,NW_022145597.1,24302751,24304682,1931
779,NW_022145597.1,24398968,24401609,2641
780,NW_022145597.1,24422501,24422607,106
781,NW_022145597.1,24684663,24685902,1239
782,NW_022145597.1,25817627,25818946,1319
783,NW_022145597.1,26282935,26283006,71
784,NW_022145597.1,26346287,26348821,2534
785,NW_022145597.1,26407332,26408747,1415
786,NW_022145597.1,26967651,26970865,3214
787,NW_022145597.1,27047017,27047636,619
788,NW_022145597.1,27116678,27120893,4215
789,NW_022145597.1,27269354,27269681,327
790,NW_022145597.1,27290057,27292754,2697
791,NW_022145597.1,27350177,27350694,517
792,NW_022145597.1,28016142,28018302,2160
793,NW_022145597.1,28102579,28104385,1806
794,NW_022145597.1,28256626,28257803,1177
795,NW_022145597.1,28573948,28574359,411
796,NW_022145597.1,28624866,28626608,1742
797,NW_022145597.1,28631779,28631879,100
798,NW_022145597.1,28639113,28639186,73
799,NW_022145597.1,28645087,28646273,1186
800,NW_022145597.1,28757470,28757829,359
801,NW_022145597.1,28999802,29010976,11174
802,NW_022145597.1,29023393,29033021,9628
803,NW_022145597.1,29038751,29039737,986
804,NW_022145597.1,29030278,29033069,2791
805,NW_022145597.1,29035137,29036602,1465
806,NW_022145597.1,29055544,29060027,4483
807,NW_022145597.1,29065103,29065483,380
808,NW_022145597.1,29056272,29058071,1799
809,NW_022145597.1,29077315,29079084,1769
810,NW_022145597.1,29205205,29210357,5152
811,NW_022145597.1,29230507,29231989,1482
812,NW_022145597.1,29682497,29684766,2269
813,NW_022145597.1,30444538,30444552,14
814,NW_022145597.1,30491508,30491654,146
815,NW_022145597.1,31226714,31230810,4096
816,NW_022145597.1,31626257,31628260,2003
817,NW_022145597.1,31915594,31916923,1329
818,NW_022145597.1,32101212,32113127,11915
819,NW_022145597.1,32252884,32253921,1037
820,NW_022145597.1,32265674,32278748,13074
821,NW_022145597.1,32460346,32467153,6807
822,NW_022145597.1,32513246,32514309,1063
823,NW_022145598.1,142420,142427,7
824,NW_022145598.1,225215,225320,105
825,NW_022145598.1,374856,375146,290
826,NW_022145598.1,520417,526264,5847
827,NW_022145598.1,561916,562562,646
828,NW_022145598.1,646111,648482,2371
829,NW_022145598.1,774456,774567,111
830,NW_022145598.1,884632,887688,3056
831,NW_022145598.1,987319,987690,371
832,NW_022145598.1,1275256,1276966,1710
833,NW_022145598.1,1350931,1353134,2203
834,NW_022145598.1,1534102,1537640,3538
835,NW_022145598.1,1911109,1911956,847
836,NW_022145598.1,2025151,2028324,3173
837,NW_022145598.1,2089624,2091620,1996
838,NW_022145598.1,2093129,2095229,2100
839,NW_022145598.1,2248545,2249729,1184
840,NW_022145598.1,2250198,2254756,4558
841,NW_022145598.1,2300781,2303533,2752
842,NW_022145598.1,2307492,2310438,2946
843,NW_022145598.1,3120451,3122353,1902
844,NW_022145598.1,3428932,3431799,2867
845,NW_022145598.1,3436598,3454382,17784
846,NW_022145598.1,4107897,4109189,1292
847,NW_022145598.1,4118806,4121196,2390
848,NW_022145598.1,4184688,4192465,7777
849,NW_022145598.1,4203138,4205163,2025
850,NW_022145598.1,4611129,4611135,6
851,NW_022145598.1,4619675,4620809,1134
852,NW_022145598.1,4619828,4620809,981
853,NW_022145598.1,4713464,4714772,1308
854,NW_022145598.1,4752839,4754483,1644
855,NW_022145598.1,4840637,4842163,1526
856,NW_022145598.1,5238774,5238958,184
857,NW_022145598.1,5896707,5899170,2463
858,NW_022145598.1,5982028,5982250,222
859,NW_022145598.1,6021123,6025204,4081
860,NW_022145598.1,6324043,6326253,2210
861,NW_022145598.1,6460909,6464066,3157
862,NW_022145598.1,6610442,6611640,1198
863,NW_022145598.1,6801242,6813185,11943
864,NW_022145598.1,7116529,7119902,3373
865,NW_022145598.1,7221168,7221694,526
866,NW_022145598.1,7224848,7227279,2431
867,NW_022145598.1,7228075,7231680,3605
868,NW_022145598.1,7776176,7777384,1208
869,NW_022145598.1,8393158,8395774,2616
870,NW_022145598.1,8461406,8462505,1099
871,NW_022145598.1,9100912,9101406,494
872,NW_022145598.1,9437310,9437610,300
873,NW_022145598.1,9758083,9760740,2657
874,NW_022145598.1,10524492,10527087,2595
875,NW_022145598.1,10528454,10531518,3064
876,NW_022145598.1,10531791,10533226,1435
877,NW_022145598.1,11051206,11064894,13688
878,NW_022145598.1,11279489,11281505,2016
879,NW_022145598.1,11348483,11351801,3318
880,NW_022145598.1,11600789,11602520,1731
881,NW_022145598.1,11610950,11612988,2038
882,NW_022145598.1,11672334,11690492,18158
883,NW_022145598.1,11780082,11781396,1314
884,NW_022145598.1,12273768,12278371,4603
885,NW_022145598.1,12652066,12655955,3889
886,NW_022145598.1,12833645,12834600,955
887,NW_022145598.1,12885005,12886434,1429
888,NW_022145598.1,13702972,13705553,2581
889,NW_022145598.1,13958067,13968323,10256
890,NW_022145598.1,14018767,14021993,3226
891,NW_022145598.1,14049073,14051012,1939
892,NW_022145598.1,14075378,14077481,2103
893,NW_022145598.1,14088108,14091101,2993
894,NW_022145598.1,14134586,14140789,6203
895,NW_022145598.1,14158298,14160775,2477
896,NW_022145598.1,14168991,14169088,97
897,NW_022145598.1,14171822,14173557,1735
898,NW_022145598.1,14177096,14186218,9122
899,NW_022145598.1,14186745,14189905,3160
900,NW_022145598.1,14218152,14220262,2110
901,NW_022145598.1,14294062,14295078,1016
902,NW_022145598.1,14509808,14510342,534
903,NW_022145598.1,14527718,14529530,1812
904,NW_022145598.1,14586055,14587907,1852
905,NW_022145598.1,14639397,14675544,36147
906,NW_022145598.1,14647137,14660307,13170
907,NW_022145598.1,15648020,15649129,1109
908,NW_022145598.1,15659860,15660005,145
909,NW_022145598.1,15667605,15673620,6015
910,NW_022145598.1,15899172,15900461,1289
911,NW_022145598.1,15964103,15965259,1156
912,NW_022145598.1,16150988,16154661,3673
913,NW_022145598.1,16179419,16183547,4128
914,NW_022145598.1,16575941,16578650,2709
915,NW_022145598.1,16853189,16859599,6410
916,NW_022145598.1,17152942,17172098,19156
917,NW_022145598.1,17191951,17200905,8954
918,NW_022145598.1,17225916,17243794,17878
919,NW_022145598.1,17249209,17251879,2670
920,NW_022145598.1,17268316,17273691,5375
921,NW_022145598.1,17311848,17321357,9509
922,NW_022145598.1,17366311,17375606,9295
923,NW_022145598.1,17320550,17321986,1436
924,NW_022145598.1,17419666,17422299,2633
925,NW_022145598.1,17507734,17509938,2204
926,NW_022145598.1,17582726,17583604,878
927,NW_022145598.1,17584633,17584717,84
928,NW_022145598.1,17656345,17659970,3625
929,NW_022145598.1,17670734,17672526,1792
930,NW_022145598.1,17903078,17910959,7881
931,NW_022145598.1,18716236,18728936,12700
932,NW_022145598.1,18729018,18729055,37
933,NW_022145598.1,18849475,18851558,2083
934,NW_022145598.1,19151701,19154581,2880
935,NW_022145598.1,19728376,19730604,2228
936,NW_022145598.1,19776612,19778653,2041
937,NW_022145598.1,19886563,19889980,3417
938,NW_022145598.1,19894474,19897860,3386
939,NW_022145598.1,19944321,19947845,3524
940,NW_022145598.1,20145733,20147916,2183
941,NW_022145598.1,20306624,20307362,738
942,NW_022145598.1,20443467,20444277,810
943,NW_022145598.1,20476300,20478748,2448
944,NW_022145598.1,20474686,20475520,834
945,NW_022145598.1,20939219,20942130,2911
946,NW_022145598.1,21638872,21639705,833
947,NW_022145598.1,21967645,21970198,2553
948,NW_022145598.1,22228312,22231301,2989
949,NW_022145598.1,22249788,22252743,2955
950,NW_022145598.1,22921533,22924640,3107
951,NW_022145598.1,23168439,23169315,876
952,NW_022145598.1,24820437,24821034,597
953,NW_022145598.1,24863698,24864522,824
954,NW_022145598.1,24958917,24963114,4197
955,NW_022145598.1,25021164,25022994,1830
956,NW_022145598.1,25117039,25121064,4025
957,NW_022145598.1,25166585,25173074,6489
958,NW_022145598.1,25877692,25878729,1037
959,NW_022145598.1,25893250,25894508,1258
960,NW_022145598.1,26481080,26484719,3639
961,NW_022145598.1,26923448,26926878,3430
962,NW_022145598.1,26930167,26944007,13840
963,NW_022145598.1,26923681,26938830,15149
964,NW_022145598.1,26944008,26946549,2541
965,NW_022145598.1,28800166,28803996,3830
966,NW_022145598.1,28953480,28955012,1532
967,NW_022145598.1,29999330,30002165,2835
968,NW_022145598.1,30122937,30155700,32763
969,NW_022145598.1,30126867,30127826,959
970,NW_022145598.1,30182451,30185950,3499
971,NW_022145598.1,30192321,30193852,1531
972,NW_022145598.1,30235690,30236129,439
973,NW_022145598.1,30241204,30249342,8138
974,NW_022145598.1,30339987,30347635,7648
975,NW_022145598.1,30349066,30362406,13340
976,NW_022145598.1,30458089,30458092,3
977,NW_022145598.1,30704058,30713195,9137
978,NW_022145598.1,30868725,30869616,891
979,NW_022145598.1,30878007,30878137,130
980,NW_022145598.1,30945698,30945980,282
981,NW_022145598.1,30948439,30950186,1747
982,NW_022145598.1,30965822,30968971,3149
983,NW_022145598.1,31127011,31128503,1492
984,NW_022145598.1,31435908,31438048,2140
985,NW_022145598.1,31489154,31489869,715
986,NW_022145598.1,31837982,31838431,449
987,NW_022145598.1,31865377,31868918,3541
988,NW_022145598.1,32265035,32266704,1669
989,NW_022145598.1,32270408,32278108,7700
990,NW_022145598.1,32383206,32383324,118
991,NW_022145598.1,32615213,32617387,2174
992,NW_022145598.1,32932018,32933739,1721
993,NW_022145598.1,33383688,33384978,1290
994,NW_022145598.1,33652224,33653432,1208
995,NW_022145598.1,33765095,33767371,2276
996,NW_022145598.1,34093308,34094575,1267
997,NW_022145598.1,34184813,34188235,3422
998,NW_022145598.1,34345302,34345611,309
999,NW_022145598.1,34372176,34372273,97
1000,NW_022145598.1,34378056,34379524,1468
1001,NW_022145598.1,34386362,34386504,142
1002,NW_022145598.1,34462448,34466505,4057
1003,NW_022145598.1,34571706,34574537,2831
1004,NW_022145598.1,34648795,34651019,2224
1005,NW_022145598.1,34909085,34914619,5534
1006,NW_022145598.1,34971137,34971567,430
1007,NW_022145598.1,34974985,34975302,317
1008,NW_022145598.1,35408319,35413372,5053
1009,NW_022145598.1,35426527,35435071,8544
1010,NW_022145598.1,35461751,35462939,1188
1011,NW_022145598.1,35523435,35528643,5208
1012,NW_022145598.1,35598495,35600736,2241
1013,NW_022145598.1,35739688,35743775,4087
1014,NW_022145598.1,35815644,35818455,2811
1015,NW_022145598.1,35849348,35873252,23904
1016,NW_022145598.1,35877030,35890374,13344
1017,NW_022145598.1,36005005,36011225,6220
1018,NW_022145598.1,36086934,36090176,3242
1019,NW_022145598.1,36089876,36090176,300
1020,NW_022145598.1,36236571,36238740,2169
1021,NW_022145598.1,36286223,36288416,2193
1022,NW_022145598.1,36288885,36288982,97
1023,NW_022145598.1,36564246,36567707,3461
1024,NW_022145598.1,36779033,36784864,5831
1025,NW_022145598.1,36964155,36967831,3676
1026,NW_022145598.1,37095454,37099951,4497
1027,NW_022145599.1,10978,13166,2188
1028,NW_022145599.1,381357,384072,2715
1029,NW_022145599.1,386628,387087,459
1030,NW_022145599.1,810743,810925,182
1031,NW_022145599.1,1562171,1565240,3069
1032,NW_022145599.1,1610952,1611000,48
1033,NW_022145599.1,2524919,2526254,1335
1034,NW_022145599.1,2765375,2765550,175
1035,NW_022145599.1,4107726,4108396,670
1036,NW_022145599.1,4164175,4165156,981
1037,NW_022145599.1,4241277,4247202,5925
1038,NW_022145599.1,4252228,4264014,11786
1039,NW_022145599.1,4324191,4325981,1790
1040,NW_022145599.1,5047398,5048043,645
1041,NW_022145599.1,5320143,5344388,24245
1042,NW_022145599.1,5371438,5385069,13631
1043,NW_022145599.1,5392293,5392669,376
1044,NW_022145599.1,5373219,5426817,53598
1045,NW_022145599.1,5450640,5455096,4456
1046,NW_022145599.1,6052327,6052363,36
1047,NW_022145599.1,6115057,6118982,3925
1048,NW_022145599.1,6184348,6192842,8494
1049,NW_022145599.1,6198107,6200465,2358
1050,NW_022145599.1,6286829,6294150,7321
1051,NW_022145599.1,6487822,6488504,682
1052,NW_022145599.1,6499533,6499546,13
1053,NW_022145599.1,6527541,6528566,1025
1054,NW_022145599.1,6568985,6569829,844
1055,NW_022145599.1,6689661,6693505,3844
1056,NW_022145599.1,7168418,7207687,39269
1057,NW_022145599.1,7395451,7399191,3740
1058,NW_022145599.1,7512337,7513334,997
1059,NW_022145599.1,7715644,7726011,10367
1060,NW_022145599.1,7759384,7763097,3713
1061,NW_022145599.1,7771276,7771628,352
1062,NW_022145599.1,7783488,7784174,686
1063,NW_022145599.1,8368451,8368576,125
1064,NW_022145599.1,9041526,9051425,9899
1065,NW_022145599.1,9055708,9057014,1306
1066,NW_022145599.1,9161776,9164469,2693
1067,NW_022145599.1,9227261,9229765,2504
1068,NW_022145599.1,9353228,9354872,1644
1069,NW_022145599.1,9450929,9453989,3060
1070,NW_022145599.1,10206177,10206816,639
1071,NW_022145599.1,10422707,10423492,785
1072,NW_022145599.1,10444768,10445618,850
1073,NW_022145599.1,11043148,11044171,1023
1074,NW_022145599.1,11737594,11744167,6573
1075,NW_022145599.1,11975240,11977553,2313
1076,NW_022145599.1,12235819,12239254,3435
1077,NW_022145599.1,12279102,12284124,5022
1078,NW_022145599.1,12304340,12306590,2250
1079,NW_022145599.1,12307694,12309333,1639
1080,NW_022145599.1,12936658,12945390,8732
1081,NW_022145599.1,12946029,12947925,1896
1082,NW_022145599.1,13074685,13078374,3689
1083,NW_022145599.1,13287780,13289704,1924
1084,NW_022145599.1,13494946,13495526,580
1085,NW_022145599.1,14164025,14166057,2032
1086,NW_022145599.1,14299718,14300839,1121
1087,NW_022145599.1,14308009,14308279,270
1088,NW_022145599.1,14525940,14528583,2643
1089,NW_022145599.1,14528686,14531138,2452
1090,NW_022145599.1,14538703,14538809,106
1091,NW_022145599.1,14544516,14551877,7361
1092,NW_022145599.1,14544394,14552727,8333
1093,NW_022145599.1,14562012,14573374,11362
1094,NW_022145599.1,14787487,14787697,210
1095,NW_022145599.1,15007543,15013525,5982
1096,NW_022145599.1,15017421,15017481,60
1097,NW_022145599.1,15022347,15028337,5990
1098,NW_022145599.1,15042756,15057990,15234
1099,NW_022145599.1,15065610,15069638,4028
1100,NW_022145599.1,15079496,15081231,1735
1101,NW_022145599.1,15176957,15178063,1106
1102,NW_022145599.1,15769817,15771086,1269
1103,NW_022145599.1,15776615,15785034,8419
1104,NW_022145599.1,15840730,15842090,1360
1105,NW_022145599.1,15854637,15864490,9853
1106,NW_022145599.1,15890004,15893070,3066
1107,NW_022145599.1,15910793,15912448,1655
1108,NW_022145599.1,16845237,16848729,3492
1109,NW_022145599.1,17118180,17120300,2120
1110,NW_022145599.1,17176407,17176655,248
1111,NW_022145599.1,17199492,17199549,57
1112,NW_022145599.1,17622236,17622389,153
1113,NW_022145599.1,17756470,17764540,8070
1114,NW_022145599.1,18059297,18060369,1072
1115,NW_022145599.1,18397960,18398179,219
1116,NW_022145599.1,18527150,18531042,3892
1117,NW_022145599.1,18813016,18824597,11581
1118,NW_022145599.1,19069847,19072120,2273
1119,NW_022145599.1,19073130,19073469,339
1120,NW_022145599.1,19271860,19273082,1222
1121,NW_022145599.1,19274794,19276875,2081
1122,NW_022145599.1,19463389,19464213,824
1123,NW_022145599.1,19479029,19483410,4381
1124,NW_022145599.1,19483575,19484907,1332
1125,NW_022145599.1,19673540,19674327,787
1126,NW_022145599.1,19700381,19702305,1924
1127,NW_022145599.1,20256324,20257465,1141
1128,NW_022145599.1,20262060,20277069,15009
1129,NW_022145599.1,20289383,20291066,1683
1130,NW_022145599.1,20545438,20548105,2667
1131,NW_022145599.1,20549161,20549167,6
1132,NW_022145599.1,20835677,20838987,3310
1133,NW_022145599.1,21170954,21171318,364
1134,NW_022145599.1,21171388,21172320,932
1135,NW_022145599.1,21207053,21210215,3162
1136,NW_022145599.1,21298433,21298526,93
1137,NW_022145599.1,21300924,21301162,238
1138,NW_022145599.1,21431430,21434271,2841
1139,NW_022145599.1,21658814,21660361,1547
1140,NW_022145599.1,22246786,22256418,9632
1141,NW_022145599.1,22408412,22414271,5859
1142,NW_022145599.1,22647191,22650424,3233
1143,NW_022145599.1,22651801,22655164,3363
1144,NW_022145599.1,22981279,22989472,8193
1145,NW_022145599.1,24131900,24135333,3433
1146,NW_022145599.1,24204154,24245855,41701
1147,NW_022145599.1,24344192,24346544,2352
1148,NW_022145599.1,24418615,24420059,1444
1149,NW_022145599.1,24647898,24650066,2168
1150,NW_022145599.1,24663005,24663917,912
1151,NW_022145599.1,24720222,24722177,1955
1152,NW_022145599.1,24805789,24842872,37083
1153,NW_022145599.1,24848702,24861690,12988
1154,NW_022145599.1,24866896,24871184,4288
1155,NW_022145599.1,24876976,24882844,5868
1156,NW_022145599.1,24878294,24882844,4550
1157,NW_022145599.1,24902485,24909096,6611
1158,NW_022145599.1,24914873,24916970,2097
1159,NW_022145599.1,24901756,24904655,2899
1160,NW_022145599.1,25360814,25366936,6122
1161,NW_022145599.1,25369481,25371271,1790
1162,NW_022145599.1,25525509,25527650,2141
1163,NW_022145599.1,25583217,25587855,4638
1164,NW_022145599.1,25859314,25859774,460
1165,NW_022145599.1,26283124,26283417,293
1166,NW_022145599.1,26344268,26353450,9182
1167,NW_022145599.1,26647058,26650401,3343
1168,NW_022145599.1,26652712,26654836,2124
1169,NW_022145599.1,26655596,26679123,23527
1170,NW_022145599.1,27055479,27057606,2127
1171,NW_022145599.1,27084067,27086108,2041
1172,NW_022145599.1,27207032,27211944,4912
1173,NW_022145599.1,27285075,27292947,7872
1174,NW_022145599.1,27385323,27385327,4
1175,NW_022145599.1,27390805,27390874,69
1176,NW_022145599.1,27398400,27401144,2744
1177,NW_022145599.1,27405782,27407151,1369
1178,NW_022145599.1,27418362,27442732,24370
1179,NW_022145599.1,27776050,27779957,3907
1180,NW_022145599.1,28122262,28123662,1400
1181,NW_022145599.1,29001050,29001832,782
1182,NW_022145599.1,29174083,29175731,1648
1183,NW_022145599.1,29238095,29240223,2128
1184,NW_022145599.1,29485610,29496354,10744
1185,NW_022145599.1,30133005,30137648,4643
1186,NW_022145599.1,30143110,30152400,9290
1187,NW_022145599.1,30135246,30137944,2698
1188,NW_022145599.1,30208006,30210823,2817
1189,NW_022145599.1,30485252,30492930,7678
1190,NW_022145599.1,30497303,30503334,6031
1191,NW_022145599.1,30528626,30531607,2981
1192,NW_022145599.1,30702093,30703688,1595
1193,NW_022145599.1,30742657,30743918,1261
1194,NW_022145599.1,30746551,30747073,522
1195,NW_022145599.1,30963329,30985063,21734
1196,NW_022145599.1,31118989,31124775,5786
1197,NW_022145599.1,31388806,31389779,973
1198,NW_022145599.1,31472508,31478854,6346
1199,NW_022145599.1,31506491,31507181,690
1200,NW_022145599.1,31676050,31677443,1393
1201,NW_022145599.1,32245485,32250465,4980
1202,NW_022145599.1,32525838,32527154,1316
1203,NW_022145599.1,32607245,32607640,395
1204,NW_022145599.1,33328478,33329505,1027
1205,NW_022145599.1,33334333,33334539,206
1206,NW_022145599.1,33610136,33610586,450
1207,NW_022145599.1,33865909,33866961,1052
1208,NW_022145599.1,33993312,33994533,1221
1209,NW_022145599.1,34027802,34044451,16649
1210,NW_022145599.1,34055609,34055624,15
1211,NW_022145599.1,34169365,34177432,8067
1212,NW_022145599.1,34290977,34292578,1601
1213,NW_022145599.1,34380926,34380945,19
1214,NW_022145599.1,34585076,34585958,882
1215,NW_022145599.1,34592108,34594496,2388
1216,NW_022145599.1,34655170,34656670,1500
1217,NW_022145599.1,34659914,34666712,6798
1218,NW_022145599.1,35568111,35568326,215
1219,NW_022145599.1,35575840,35586049,10209
1220,NW_022145599.1,35593231,35600818,7587
1221,NW_022145599.1,35608112,35614400,6288
1222,NW_022145599.1,35617978,35623823,5845
1223,NW_022145599.1,35628165,35628664,499
1224,NW_022145599.1,35634160,35636378,2218
1225,NW_022145599.1,35915872,35918020,2148
1226,NW_022145599.1,36075995,36076513,518
1227,NW_022145599.1,36212073,36213780,1707
1228,NW_022145599.1,36257523,36258162,639
1229,NW_022145599.1,36274211,36278598,4387
1230,NW_022145599.1,36380493,36381820,1327
1231,NW_022145599.1,36448051,36448054,3
1232,NW_022145599.1,36468647,36473377,4730
1233,NW_022145599.1,36519076,36519546,470
1234,NW_022145599.1,36572398,36572661,263
1235,NW_022145599.1,36969163,36971911,2748
1236,NW_022145599.1,37330675,37332742,2067
1237,NW_022145599.1,37333632,37334293,661
1238,NW_022145599.1,37345497,37347036,1539
1239,NW_022145600.1,609003,611545,2542
1240,NW_022145600.1,761873,761951,78
1241,NW_022145600.1,790255,899474,109219
1242,NW_022145600.1,903968,911184,7216
1243,NW_022145600.1,953021,954958,1937
1244,NW_022145600.1,1122561,1125475,2914
1245,NW_022145600.1,1269997,1274434,4437
1246,NW_022145600.1,1390569,1393895,3326
1247,NW_022145600.1,1415178,1422509,7331
1248,NW_022145600.1,1457444,1461258,3814
1249,NW_022145600.1,1468751,1495827,27076
1250,NW_022145600.1,1620798,1622693,1895
1251,NW_022145600.1,2548255,2548357,102
1252,NW_022145600.1,2738972,2741184,2212
1253,NW_022145600.1,2912314,2913548,1234
1254,NW_022145600.1,2974964,2979211,4247
1255,NW_022145600.1,3539987,3540017,30
1256,NW_022145600.1,3548241,3554241,6000
1257,NW_022145600.1,4080388,4080761,373
1258,NW_022145600.1,4141761,4141971,210
1259,NW_022145600.1,4158418,4161142,2724
1260,NW_022145600.1,4505212,4507701,2489
1261,NW_022145600.1,4562317,4564256,1939
1262,NW_022145600.1,4776156,4776191,35
1263,NW_022145600.1,4830702,4830762,60
1264,NW_022145600.1,4832894,4834788,1894
1265,NW_022145600.1,4985317,4990532,5215
1266,NW_022145600.1,5104827,5109479,4652
1267,NW_022145600.1,5278947,5281394,2447
1268,NW_022145600.1,5375164,5375687,523
1269,NW_022145600.1,5877326,5883040,5714
1270,NW_022145600.1,5931581,5932984,1403
1271,NW_022145600.1,5935443,5938685,3242
1272,NW_022145600.1,6152251,6157269,5018
1273,NW_022145600.1,6271776,6272491,715
1274,NW_022145600.1,6584440,6592266,7826
1275,NW_022145600.1,6789037,6792495,3458
1276,NW_022145600.1,6973094,6976149,3055
1277,NW_022145600.1,7395393,7400374,4981
1278,NW_022145600.1,7494804,7508447,13643
1279,NW_022145600.1,7510519,7547465,36946
1280,NW_022145600.1,7770193,7772911,2718
1281,NW_022145600.1,7870325,7871410,1085
