chr,start,stop
NW_022145526.1,881823.0,888537.0
NW_022145526.1,912617.0,918749.0
NW_022145526.1,930116.0,937393.0
NW_022145526.1,946400.0,947516.0
NW_022145526.1,966217.0,972121.0
NW_022145526.1,1045311.0,1061782.0
NW_022145526.1,1085052.0,1095641.0
NW_022145526.1,1115665.0,1125623.0
NW_022145526.1,1158976.0,1166960.0
NW_022145526.1,1212079.0,1215757.0
NW_022145526.1,1251437.0,1258653.0
NW_022145526.1,1381069.0,1399403.0
NW_022145526.1,1433441.0,1440037.0
NW_022145526.1,1442503.0,1491441.0
NW_022145526.1,1499309.0,1533878.0
NW_022145526.1,1539960.0,1547573.0
NW_022145526.1,1573620.0,1584169.0
NW_022145526.1,1585408.0,1590029.0
NW_022145526.1,1614830.0,1621261.0
NW_022145526.1,1638755.0,1644797.0
NW_022145526.1,1668106.0,1679273.0
NW_022145526.1,1679856.0,1695241.0
NW_022145526.1,1696615.0,1718527.0
NW_022145526.1,1726812.0,1737938.0
NW_022145526.1,1738419.0,1748276.0
NW_022145526.1,1750718.0,1755054.0
NW_022145526.1,1797926.0,1823595.0
NW_022145526.1,1839057.0,1843154.0
NW_022145526.1,1889596.0,1905055.0
NW_022145526.1,1905431.0,1924431.0
NW_022145526.1,2053900.0,2077068.0
NW_022145526.1,2164136.0,2174770.0
NW_022145526.1,2196816.0,2202836.0
NW_022145526.1,2222557.0,2250898.0
NW_022145526.1,2260982.0,2284253.0
NW_022145526.1,2298213.0,2304871.0
NW_022145526.1,2310839.0,2316367.0
NW_022145526.1,2319886.0,2370199.0
NW_022145527.1,30342.0,42523.0
NW_022145527.1,46915.0,67531.0
NW_022145527.1,75237.0,86165.0
NW_022145527.1,91958.0,126486.0
NW_022145527.1,127929.0,161368.0
NW_022145527.1,166987.0,173752.0
NW_022145527.1,181995.0,200351.0
NW_022145527.1,206100.0,225899.0
NW_022145527.1,229859.0,269846.0
NW_022145527.1,272942.0,281680.0
NW_022145527.1,297521.0,302973.0
NW_022145527.1,321264.0,324649.0
NW_022145527.1,361843.0,365109.0
NW_022145527.1,401099.0,435077.0
NW_022145527.1,436325.0,456540.0
NW_022145527.1,491877.0,502202.0
NW_022145527.1,512708.0,521937.0
NW_022145527.1,533497.0,543912.0
NW_022145527.1,581322.0,605568.0
NW_022145527.1,615405.0,651727.0
NW_022145527.1,654855.0,713678.0
NW_022145527.1,717136.0,729573.0
NW_022145527.1,730406.0,732637.0
NW_022145528.1,-909.0,14944.0
NW_022145528.1,16628.0,19859.0
NW_022145528.1,47751.0,67342.0
NW_022145528.1,70686.0,75677.0
NW_022145528.1,86724.0,99277.0
NW_022145528.1,105262.0,119387.0
NW_022145528.1,124067.0,139867.0
NW_022145528.1,144419.0,155239.0
NW_022145528.1,162949.0,186031.0
NW_022145528.1,257249.0,269542.0
NW_022145528.1,270226.0,278882.0
NW_022145528.1,281837.0,315004.0
NW_022145528.1,320195.0,331441.0
NW_022145528.1,344442.0,388296.0
NW_022145528.1,394309.0,409180.0
NW_022145528.1,413747.0,422462.0
NW_022145528.1,441226.0,446725.0
NW_022145528.1,450233.0,461173.0
NW_022145528.1,468268.0,501026.0
NW_022145528.1,551309.0,556017.0
NW_022145528.1,768123.0,774151.0
NW_022145528.1,822861.0,840891.0
NW_022145528.1,842033.0,946430.0
NW_022145528.1,955389.0,957243.0
NW_022145528.1,960615.0,969051.0
NW_022145529.1,4354.0,50401.0
NW_022145529.1,51341.0,65104.0
NW_022145529.1,90503.0,101295.0
NW_022145529.1,106407.0,112155.0
NW_022145529.1,184069.0,224662.0
NW_022145529.1,225132.0,231972.0
NW_022145529.1,250747.0,262289.0
NW_022145529.1,263151.0,269238.0
NW_022145529.1,283617.0,302246.0
NW_022145529.1,309074.0,320639.0
NW_022145529.1,350653.0,390100.0
NW_022145529.1,418291.0,433087.0
NW_022145530.1,2742.0,23224.0
NW_022145530.1,116604.0,120018.0
NW_022145530.1,127165.0,202888.0
NW_022145530.1,213854.0,227311.0
NW_022145530.1,230516.0,253085.0
NW_022145530.1,260820.0,268653.0
NW_022145530.1,273178.0,279525.0
NW_022145530.1,310864.0,341037.0
NW_022145530.1,351086.0,372878.0
NW_022145530.1,377749.0,392234.0
NW_022145530.1,482263.0,487269.0
NW_022145530.1,495522.0,540905.0
NW_022145530.1,544929.0,555996.0
NW_022145530.1,558490.0,567873.0
NW_022145530.1,569280.0,585521.0
NW_022145530.1,587852.0,615977.0
NW_022145530.1,619929.0,635100.0
NW_022145530.1,635744.0,654526.0
NW_022145530.1,656788.0,669556.0
NW_022145531.1,27494.0,34499.0
NW_022145531.1,40091.0,85001.0
NW_022145531.1,87288.0,140644.0
NW_022145531.1,141332.0,197820.0
NW_022145531.1,208581.0,208699.0
NW_022145531.1,209477.0,209595.0
NW_022145531.1,210368.0,210486.0
NW_022145531.1,211261.0,211379.0
NW_022145531.1,212151.0,212269.0
NW_022145531.1,213044.0,213162.0
NW_022145531.1,213936.0,214054.0
NW_022145531.1,214829.0,214947.0
NW_022145531.1,215719.0,215836.0
NW_022145531.1,216605.0,216723.0
NW_022145531.1,217497.0,217614.0
NW_022145531.1,218410.0,218528.0
NW_022145532.1,116483.0,137091.0
NW_022145532.1,153416.0,181152.0
NW_022145532.1,184979.0,277055.0
NW_022145532.1,278612.0,302798.0
NW_022145532.1,312983.0,405707.0
NW_022145532.1,451528.0,495797.0
NW_022145532.1,503346.0,523495.0
NW_022145532.1,532997.0,541744.0
NW_022145532.1,555150.0,575345.0
NW_022145532.1,595938.0,620921.0
NW_022145532.1,623706.0,639405.0
NW_022145532.1,639429.0,658280.0
NW_022145532.1,676368.0,690312.0
NW_022145532.1,755853.0,779549.0
NW_022145532.1,785613.0,807685.0
NW_022145532.1,818377.0,856150.0
NW_022145532.1,864179.0,884873.0
NW_022145532.1,892207.0,939268.0
NW_022145532.1,942622.0,1011149.0
NW_022145532.1,1030970.0,1033293.0
NW_022145532.1,1113768.0,1156078.0
NW_022145532.1,1157051.0,1173452.0
NW_022145532.1,1177390.0,1234213.0
NW_022145532.1,1237160.0,1246052.0
NW_022145532.1,1249578.0,1258468.0
NW_022145533.1,24674.0,29604.0
NW_022145533.1,45190.0,67823.0
NW_022145533.1,70048.0,77154.0
NW_022145533.1,83424.0,95502.0
NW_022145533.1,97246.0,103971.0
NW_022145533.1,104070.0,113365.0
NW_022145533.1,121264.0,143833.0
NW_022145533.1,145618.0,177389.0
NW_022145533.1,187039.0,220411.0
NW_022145533.1,230469.0,269256.0
NW_022145533.1,271916.0,296240.0
NW_022145533.1,298158.0,313038.0
NW_022145533.1,335688.0,363163.0
NW_022145534.1,7271.0,48610.0
NW_022145534.1,50318.0,57398.0
NW_022145534.1,57665.0,83228.0
NW_022145534.1,87904.0,97508.0
NW_022145534.1,97614.0,112687.0
NW_022145534.1,227387.0,238986.0
NW_022145534.1,243049.0,268219.0
NW_022145534.1,273289.0,310642.0
NW_022145534.1,331275.0,333973.0
NW_022145534.1,337920.0,438684.0
NW_022145534.1,443859.0,491213.0
NW_022145534.1,499700.0,506868.0
NW_022145534.1,536168.0,549380.0
NW_022145534.1,579172.0,583940.0
NW_022145534.1,591770.0,595051.0
NW_022145534.1,694478.0,760921.0
NW_022145534.1,763369.0,778757.0
NW_022145534.1,790863.0,895309.0
NW_022145534.1,896972.0,1031263.0
NW_022145534.1,1034015.0,1052690.0
NW_022145534.1,1055320.0,1070549.0
NW_022145534.1,1070570.0,1077098.0
NW_022145534.1,1078729.0,1083250.0
NW_022145534.1,1086219.0,1089991.0
NW_022145534.1,1094466.0,1115112.0
NW_022145534.1,1115773.0,1121592.0
NW_022145534.1,1122642.0,1127225.0
NW_022145536.1,9041.0,37950.0
NW_022145536.1,38293.0,41271.0
NW_022145536.1,47041.0,57381.0
NW_022145536.1,68356.0,88964.0
NW_022145536.1,118251.0,134850.0
NW_022145537.1,7120.0,20867.0
NW_022145537.1,29283.0,53300.0
NW_022145537.1,55751.0,68176.0
NW_022145537.1,69263.0,78175.0
NW_022145537.1,84912.0,103263.0
NW_022145537.1,107252.0,122256.0
NW_022145537.1,127348.0,157779.0
NW_022145537.1,162277.0,171508.0
NW_022145537.1,208162.0,214917.0
NW_022145537.1,220149.0,234957.0
NW_022145537.1,261525.0,299932.0
NW_022145537.1,302579.0,335269.0
NW_022145537.1,377581.0,400837.0
NW_022145538.1,1447.0,16244.0
NW_022145538.1,20849.0,38604.0
NW_022145538.1,74295.0,91688.0
NW_022145538.1,96869.0,115672.0
NW_022145538.1,116532.0,144191.0
NW_022145538.1,145254.0,158448.0
NW_022145538.1,182278.0,188937.0
NW_022145538.1,196804.0,211367.0
NW_022145538.1,215285.0,238474.0
NW_022145538.1,280275.0,283916.0
NW_022145538.1,286674.0,321663.0
NW_022145538.1,326288.0,335032.0
NW_022145538.1,339029.0,348004.0
NW_022145538.1,351033.0,358843.0
NW_022145538.1,363432.0,372354.0
NW_022145538.1,394506.0,505337.0
NW_022145538.1,506893.0,520171.0
NW_022145539.1,28422.0,33819.0
NW_022145539.1,48040.0,62041.0
NW_022145539.1,118184.0,187693.0
NW_022145539.1,192714.0,220667.0
NW_022145539.1,242958.0,264198.0
NW_022145539.1,279274.0,298549.0
NW_022145539.1,303221.0,321445.0
NW_022145539.1,333568.0,336800.0
NW_022145539.1,343873.0,349635.0
NW_022145539.1,355873.0,363159.0
NW_022145539.1,517624.0,522319.0
NW_022145539.1,524943.0,529204.0
NW_022145539.1,558981.0,563886.0
NW_022145539.1,639520.0,645707.0
NW_022145539.1,668005.0,674463.0
NW_022145539.1,728595.0,732392.0
NW_022145539.1,785985.0,789144.0
NW_022145539.1,809594.0,839389.0
NW_022145539.1,842523.0,854321.0
NW_022145539.1,860522.0,867611.0
NW_022145539.1,894558.0,899218.0
NW_022145539.1,904774.0,911253.0
NW_022145539.1,920582.0,925445.0
NW_022145539.1,934243.0,947055.0
NW_022145539.1,970783.0,975380.0
NW_022145539.1,979267.0,987140.0
NW_022145539.1,1011873.0,1029816.0
NW_022145539.1,1035053.0,1037865.0
NW_022145539.1,1099109.0,1103224.0
NW_022145539.1,1104012.0,1106873.0
NW_022145539.1,1144351.0,1152981.0
NW_022145539.1,1153419.0,1158796.0
NW_022145539.1,1192361.0,1210631.0
NW_022145539.1,1236030.0,1246852.0
NW_022145539.1,1251381.0,1265534.0
NW_022145539.1,1272343.0,1305650.0
NW_022145539.1,1390176.0,1392997.0
NW_022145539.1,1395484.0,1419089.0
NW_022145539.1,1423724.0,1449636.0
NW_022145539.1,1451582.0,1487249.0
NW_022145539.1,1490840.0,1517549.0
NW_022145539.1,1524805.0,1531240.0
NW_022145539.1,1543974.0,1568019.0
NW_022145539.1,1574160.0,1582571.0
NW_022145539.1,1583822.0,1612985.0
NW_022145539.1,1621679.0,1635785.0
NW_022145539.1,1636906.0,1657860.0
NW_022145539.1,1668015.0,1683132.0
NW_022145540.1,9088.0,17488.0
NW_022145540.1,22651.0,28850.0
NW_022145540.1,29932.0,40314.0
NW_022145540.1,41535.0,56850.0
NW_022145540.1,58538.0,95458.0
NW_022145540.1,97459.0,115559.0
NW_022145540.1,117256.0,131862.0
NW_022145540.1,135912.0,157950.0
NW_022145540.1,164016.0,204442.0
NW_022145540.1,204768.0,216855.0
NW_022145540.1,225167.0,246746.0
NW_022145540.1,253612.0,266834.0
NW_022145540.1,273958.0,304654.0
NW_022145540.1,306678.0,312177.0
NW_022145540.1,313447.0,318132.0
NW_022145540.1,320616.0,331208.0
NW_022145540.1,332819.0,337781.0
NW_022145540.1,338791.0,349315.0
NW_022145540.1,353475.0,376271.0
NW_022145540.1,379084.0,382166.0
NW_022145540.1,394506.0,405706.0
NW_022145540.1,417022.0,423010.0
NW_022145540.1,423482.0,432191.0
NW_022145540.1,432668.0,440645.0
NW_022145540.1,445058.0,468419.0
NW_022145540.1,482526.0,497064.0
NW_022145540.1,510838.0,525003.0
NW_022145540.1,537102.0,549440.0
NW_022145541.1,15462.0,25544.0
NW_022145541.1,43874.0,56857.0
NW_022145541.1,63610.0,78629.0
NW_022145541.1,81604.0,94310.0
NW_022145541.1,99435.0,106892.0
NW_022145541.1,107003.0,111994.0
NW_022145541.1,117700.0,157458.0
NW_022145541.1,165646.0,167718.0
NW_022145541.1,177142.0,192665.0
NW_022145541.1,195477.0,208401.0
NW_022145541.1,212336.0,216346.0
NW_022145541.1,220712.0,223305.0
NW_022145541.1,223524.0,225596.0
NW_022145541.1,229179.0,303678.0
NW_022145541.1,320416.0,326143.0
NW_022145541.1,330342.0,342937.0
NW_022145541.1,358009.0,362671.0
NW_022145541.1,366601.0,374982.0
NW_022145541.1,396463.0,414291.0
NW_022145541.1,414722.0,445762.0
NW_022145541.1,448887.0,452381.0
NW_022145541.1,455517.0,474763.0
NW_022145541.1,480701.0,505617.0
NW_022145541.1,512201.0,548920.0
NW_022145541.1,551248.0,564559.0
NW_022145541.1,565459.0,569818.0
NW_022145541.1,570608.0,575209.0
NW_022145541.1,592190.0,595987.0
NW_022145541.1,727561.0,739957.0
NW_022145541.1,758955.0,766081.0
NW_022145541.1,769478.0,785990.0
NW_022145541.1,788435.0,792213.0
NW_022145541.1,795639.0,800276.0
NW_022145541.1,816060.0,821164.0
NW_022145541.1,824621.0,828021.0
NW_022145541.1,830004.0,853289.0
NW_022145541.1,942753.0,959090.0
NW_022145541.1,972970.0,977803.0
NW_022145541.1,978100.0,983413.0
NW_022145541.1,986265.0,989293.0
NW_022145541.1,995684.0,999513.0
NW_022145541.1,1005913.0,1009739.0
NW_022145541.1,1015964.0,1027290.0
NW_022145541.1,1030865.0,1040341.0
NW_022145541.1,1052889.0,1071495.0
NW_022145542.1,-740.0,25984.0
NW_022145542.1,30971.0,38588.0
NW_022145542.1,44316.0,61115.0
NW_022145542.1,62408.0,76846.0
NW_022145542.1,77092.0,88999.0
NW_022145542.1,89000.0,106033.0
NW_022145542.1,126982.0,139036.0
NW_022145542.1,146423.0,164288.0
NW_022145542.1,171196.0,190425.0
NW_022145542.1,192669.0,254407.0
NW_022145542.1,259493.0,273678.0
NW_022145542.1,277761.0,313018.0
NW_022145542.1,322950.0,328424.0
NW_022145542.1,337384.0,404258.0
NW_022145542.1,412096.0,448065.0
NW_022145542.1,459186.0,477264.0
NW_022145542.1,482876.0,495085.0
NW_022145542.1,513821.0,550060.0
NW_022145542.1,588177.0,610553.0
NW_022145542.1,615119.0,622443.0
NW_022145542.1,661004.0,738585.0
NW_022145542.1,739677.0,746935.0
NW_022145542.1,749340.0,772679.0
NW_022145542.1,773037.0,804896.0
NW_022145542.1,858883.0,871474.0
NW_022145542.1,878876.0,908611.0
NW_022145542.1,1017237.0,1026696.0
NW_022145542.1,1057924.0,1077520.0
NW_022145542.1,1080994.0,1087544.0
NW_022145542.1,1088610.0,1137373.0
NW_022145542.1,1151446.0,1153545.0
NW_022145542.1,1161626.0,1165359.0
NW_022145542.1,1174821.0,1179986.0
NW_022145542.1,1183109.0,1194681.0
NW_022145542.1,1195742.0,1199799.0
NW_022145542.1,1207836.0,1307624.0
NW_022145542.1,1338620.0,1350289.0
NW_022145542.1,1360489.0,1367510.0
NW_022145542.1,1370895.0,1379365.0
NW_022145543.1,22864.0,26715.0
NW_022145543.1,59372.0,66362.0
NW_022145543.1,94254.0,100217.0
NW_022145543.1,111130.0,115894.0
NW_022145543.1,192321.0,202112.0
NW_022145543.1,204240.0,209337.0
NW_022145543.1,217104.0,223529.0
NW_022145543.1,240493.0,289061.0
NW_022145543.1,293403.0,297882.0
NW_022145543.1,323406.0,355992.0
NW_022145543.1,371168.0,376395.0
NW_022145543.1,385951.0,397389.0
NW_022145543.1,397892.0,406593.0
NW_022145543.1,414339.0,421456.0
NW_022145543.1,433714.0,458012.0
NW_022145543.1,463536.0,502221.0
NW_022145543.1,504911.0,532042.0
NW_022145543.1,554089.0,583547.0
NW_022145543.1,591257.0,596483.0
NW_022145543.1,597352.0,633863.0
NW_022145543.1,637080.0,643989.0
NW_022145543.1,658233.0,666197.0
NW_022145543.1,675116.0,691481.0
NW_022145543.1,692053.0,759274.0
NW_022145543.1,764474.0,776519.0
NW_022145543.1,779779.0,801524.0
NW_022145543.1,803291.0,843368.0
NW_022145543.1,853126.0,861847.0
NW_022145543.1,868863.0,874362.0
NW_022145543.1,887363.0,900304.0
NW_022145543.1,905745.0,957854.0
NW_022145543.1,962855.0,969877.0
NW_022145543.1,970346.0,979551.0
NW_022145543.1,980955.0,1012369.0
NW_022145543.1,1013337.0,1024670.0
NW_022145543.1,1029063.0,1043237.0
NW_022145543.1,1043892.0,1083613.0
NW_022145543.1,1096256.0,1106807.0
NW_022145543.1,1149984.0,1158553.0
NW_022145543.1,1159241.0,1169775.0
NW_022145543.1,1262762.0,1272903.0
NW_022145543.1,1274480.0,1294854.0
NW_022145543.1,1300375.0,1320340.0
NW_022145543.1,1321308.0,1354841.0
NW_022145543.1,1355909.0,1363059.0
NW_022145543.1,1365257.0,1378385.0
NW_022145543.1,1414840.0,1419749.0
NW_022145543.1,1460002.0,1464926.0
NW_022145543.1,1468425.0,1472983.0
NW_022145543.1,1481824.0,1497275.0
NW_022145543.1,1510023.0,1531963.0
NW_022145543.1,1534819.0,1550021.0
NW_022145543.1,1552725.0,1570214.0
NW_022145543.1,1572918.0,1579065.0
NW_022145544.1,772.0,8063.0
NW_022145544.1,10686.0,13426.0
NW_022145544.1,23492.0,33452.0
NW_022145544.1,35350.0,46739.0
NW_022145544.1,48668.0,76519.0
NW_022145544.1,154511.0,170242.0
NW_022145544.1,174634.0,183057.0
NW_022145544.1,266225.0,269169.0
NW_022145544.1,270676.0,274018.0
NW_022145544.1,352108.0,357357.0
NW_022145544.1,382889.0,389520.0
NW_022145544.1,515572.0,562725.0
NW_022145544.1,575346.0,642570.0
NW_022145544.1,645131.0,662646.0
NW_022145544.1,663133.0,667079.0
NW_022145544.1,675792.0,693322.0
NW_022145544.1,694433.0,709586.0
NW_022145544.1,714232.0,728596.0
NW_022145544.1,765372.0,767563.0
NW_022145544.1,768604.0,859360.0
NW_022145544.1,864369.0,882611.0
NW_022145544.1,889397.0,937188.0
NW_022145544.1,937920.0,941168.0
NW_022145544.1,941819.0,971235.0
NW_022145544.1,972305.0,987611.0
NW_022145544.1,989568.0,999513.0
NW_022145544.1,999746.0,1055994.0
NW_022145544.1,1123864.0,1160884.0
NW_022145544.1,1196917.0,1198987.0
NW_022145544.1,1199326.0,1201726.0
NW_022145544.1,1201768.0,1205515.0
NW_022145544.1,1216904.0,1226269.0
NW_022145544.1,1230082.0,1277939.0
NW_022145544.1,1281062.0,1298211.0
NW_022145544.1,1299560.0,1310043.0
NW_022145544.1,1321709.0,1330625.0
NW_022145544.1,1335584.0,1350565.0
NW_022145544.1,1373955.0,1414414.0
NW_022145544.1,1415718.0,1449122.0
NW_022145544.1,1452712.0,1490400.0
NW_022145544.1,1490550.0,1503339.0
NW_022145544.1,1508548.0,1519581.0
NW_022145544.1,1521547.0,1532058.0
NW_022145544.1,1540564.0,1589187.0
NW_022145544.1,1596762.0,1654481.0
NW_022145544.1,1659258.0,1667036.0
NW_022145544.1,1667941.0,1724928.0
NW_022145544.1,1724929.0,1763856.0
NW_022145544.1,1769461.0,1789039.0
NW_022145544.1,1791775.0,1821918.0
NW_022145544.1,1824629.0,1914610.0
NW_022145544.1,1937560.0,1953160.0
NW_022145544.1,1958588.0,1982367.0
NW_022145544.1,1989626.0,2018324.0
NW_022145544.1,2022637.0,2033567.0
NW_022145545.1,4355.0,17360.0
NW_022145545.1,18039.0,62349.0
NW_022145545.1,92293.0,99246.0
NW_022145545.1,107979.0,159031.0
NW_022145545.1,160331.0,184287.0
NW_022145545.1,192400.0,200260.0
NW_022145545.1,206906.0,211410.0
NW_022145545.1,211620.0,225047.0
NW_022145545.1,229745.0,242262.0
NW_022145545.1,244864.0,265327.0
NW_022145545.1,267697.0,284966.0
NW_022145545.1,285298.0,324044.0
NW_022145545.1,330036.0,347345.0
NW_022145545.1,350615.0,434698.0
NW_022145545.1,440238.0,442356.0
NW_022145545.1,443455.0,457424.0
NW_022145545.1,457560.0,491876.0
NW_022145545.1,556058.0,617014.0
NW_022145545.1,621502.0,655428.0
NW_022145545.1,657332.0,697996.0
NW_022145545.1,700212.0,727694.0
NW_022145545.1,728434.0,732814.0
NW_022145545.1,745227.0,749052.0
NW_022145545.1,749776.0,753554.0
NW_022145545.1,754648.0,761104.0
NW_022145545.1,766172.0,769794.0
NW_022145545.1,785405.0,815103.0
NW_022145545.1,818248.0,823109.0
NW_022145545.1,826666.0,899421.0
NW_022145545.1,900883.0,928407.0
NW_022145545.1,932058.0,946265.0
NW_022145545.1,949641.0,977133.0
NW_022145545.1,983049.0,998337.0
NW_022145545.1,1001264.0,1013562.0
NW_022145545.1,1014931.0,1026297.0
NW_022145545.1,1029003.0,1041079.0
NW_022145545.1,1042297.0,1053110.0
NW_022145545.1,1058412.0,1072945.0
NW_022145545.1,1081916.0,1091063.0
NW_022145545.1,1093134.0,1106876.0
NW_022145545.1,1107467.0,1123954.0
NW_022145545.1,1138293.0,1144126.0
NW_022145545.1,1145667.0,1163026.0
NW_022145545.1,1170523.0,1182685.0
NW_022145545.1,1236608.0,1295121.0
NW_022145545.1,1313489.0,1317144.0
NW_022145545.1,1322768.0,1326708.0
NW_022145545.1,1333137.0,1340277.0
NW_022145545.1,1343989.0,1347903.0
NW_022145545.1,1355549.0,1413441.0
NW_022145545.1,1414387.0,1424925.0
NW_022145545.1,1433212.0,1446080.0
NW_022145545.1,1448010.0,1470973.0
NW_022145545.1,1478801.0,1492050.0
NW_022145545.1,1492399.0,1514446.0
NW_022145545.1,1519161.0,1531813.0
NW_022145545.1,1540162.0,1601922.0
NW_022145545.1,1639536.0,1644616.0
NW_022145545.1,1648145.0,1668805.0
NW_022145547.1,39246.0,44627.0
NW_022145547.1,45210.0,55298.0
NW_022145547.1,92751.0,104858.0
NW_022145547.1,108864.0,114297.0
NW_022145547.1,115255.0,181044.0
NW_022145547.1,242055.0,249805.0
NW_022145547.1,268587.0,285693.0
NW_022145547.1,286325.0,307903.0
NW_022145547.1,320119.0,355836.0
NW_022145547.1,395502.0,397627.0
NW_022145547.1,439474.0,456111.0
NW_022145547.1,494277.0,526757.0
NW_022145547.1,545405.0,563437.0
NW_022145547.1,566596.0,584315.0
NW_022145547.1,585569.0,665548.0
NW_022145547.1,684306.0,689580.0
NW_022145547.1,689945.0,698910.0
NW_022145547.1,706095.0,717422.0
NW_022145547.1,722421.0,744186.0
NW_022145547.1,763370.0,779480.0
NW_022145547.1,781012.0,791398.0
NW_022145547.1,794257.0,809257.0
NW_022145547.1,814277.0,829356.0
NW_022145547.1,838293.0,842676.0
NW_022145547.1,848466.0,876594.0
NW_022145547.1,924095.0,936463.0
NW_022145547.1,939337.0,954671.0
NW_022145547.1,955822.0,969472.0
NW_022145547.1,976203.0,988532.0
NW_022145547.1,994204.0,1002417.0
NW_022145547.1,1007243.0,1030685.0
NW_022145547.1,1036952.0,1046867.0
NW_022145547.1,1048632.0,1078904.0
NW_022145547.1,1187996.0,1204850.0
NW_022145547.1,1205413.0,1272314.0
NW_022145547.1,1289392.0,1295360.0
NW_022145547.1,1324263.0,1394902.0
NW_022145547.1,1395814.0,1404846.0
NW_022145547.1,1411792.0,1425739.0
NW_022145547.1,1429392.0,1504410.0
NW_022145547.1,1509103.0,1522712.0
NW_022145547.1,1527794.0,1554662.0
NW_022145547.1,1560477.0,1623764.0
NW_022145547.1,1624199.0,1644537.0
NW_022145547.1,1646132.0,1653858.0
NW_022145547.1,1657896.0,1691351.0
NW_022145547.1,1715476.0,1732422.0
NW_022145547.1,1788860.0,1802926.0
NW_022145547.1,1826297.0,1871759.0
NW_022145547.1,1906817.0,1923426.0
NW_022145547.1,1926247.0,1971252.0
NW_022145547.1,1972096.0,1997384.0
NW_022145547.1,1998299.0,2013748.0
NW_022145547.1,2020663.0,2036976.0
NW_022145547.1,2040861.0,2047179.0
NW_022145547.1,2056359.0,2066383.0
NW_022145547.1,2073366.0,2095373.0
NW_022145547.1,2096374.0,2109402.0
NW_022145547.1,2115464.0,2145335.0
NW_022145547.1,2172076.0,2174911.0
NW_022145547.1,2181715.0,2201217.0
NW_022145548.1,1752.0,17212.0
NW_022145548.1,23627.0,29964.0
NW_022145548.1,31465.0,51372.0
NW_022145548.1,51516.0,65167.0
NW_022145548.1,67159.0,82008.0
NW_022145548.1,101435.0,143366.0
NW_022145548.1,148288.0,177579.0
NW_022145548.1,182029.0,193932.0
NW_022145548.1,202052.0,210980.0
NW_022145548.1,214780.0,227955.0
NW_022145548.1,241334.0,244486.0
NW_022145548.1,253856.0,265103.0
NW_022145548.1,286079.0,295933.0
NW_022145548.1,305116.0,330842.0
NW_022145548.1,336010.0,367365.0
NW_022145548.1,367488.0,370507.0
NW_022145548.1,387966.0,392643.0
NW_022145548.1,397327.0,401305.0
NW_022145548.1,401922.0,404263.0
NW_022145548.1,409663.0,412682.0
NW_022145548.1,422483.0,448369.0
NW_022145548.1,452568.0,479911.0
NW_022145548.1,487448.0,523095.0
NW_022145548.1,535601.0,546807.0
NW_022145548.1,572438.0,586828.0
NW_022145548.1,672763.0,691616.0
NW_022145548.1,692330.0,695505.0
NW_022145548.1,719412.0,722475.0
NW_022145549.1,25492.0,55419.0
NW_022145549.1,77567.0,121435.0
NW_022145549.1,132512.0,162341.0
NW_022145549.1,167900.0,212463.0
NW_022145549.1,233590.0,272299.0
NW_022145549.1,286858.0,342284.0
NW_022145549.1,350628.0,353652.0
NW_022145549.1,357326.0,371087.0
NW_022145549.1,381910.0,395141.0
NW_022145549.1,408384.0,447401.0
NW_022145549.1,448164.0,451198.0
NW_022145549.1,454684.0,461014.0
NW_022145549.1,462830.0,465748.0
NW_022145549.1,489972.0,498466.0
NW_022145549.1,501447.0,504064.0
NW_022145549.1,525689.0,566208.0
NW_022145549.1,585002.0,601996.0
NW_022145549.1,609508.0,657974.0
NW_022145549.1,663534.0,690371.0
NW_022145549.1,701931.0,729204.0
NW_022145549.1,755054.0,768047.0
NW_022145549.1,799360.0,818367.0
NW_022145549.1,821156.0,832998.0
NW_022145549.1,852401.0,876365.0
NW_022145549.1,880340.0,886566.0
NW_022145549.1,914690.0,918060.0
NW_022145549.1,935253.0,953261.0
NW_022145549.1,956457.0,990604.0
NW_022145549.1,1100597.0,1110036.0
NW_022145549.1,1155159.0,1166421.0
NW_022145549.1,1200299.0,1221622.0
NW_022145549.1,1223854.0,1256300.0
NW_022145549.1,1290340.0,1334811.0
NW_022145549.1,1414065.0,1479525.0
NW_022145549.1,1480149.0,1536642.0
NW_022145549.1,1543060.0,1553204.0
NW_022145549.1,1555205.0,1561527.0
NW_022145549.1,1629699.0,1674273.0
NW_022145550.1,3470.0,23364.0
NW_022145550.1,34346.0,69140.0
NW_022145550.1,72969.0,93957.0
NW_022145550.1,98631.0,117959.0
NW_022145550.1,121530.0,168970.0
NW_022145550.1,171278.0,180725.0
NW_022145550.1,196682.0,235374.0
NW_022145550.1,244110.0,252134.0
NW_022145550.1,258453.0,262991.0
NW_022145550.1,273385.0,283186.0
NW_022145550.1,289702.0,295657.0
NW_022145550.1,302273.0,318436.0
NW_022145550.1,326672.0,338626.0
NW_022145550.1,380072.0,387713.0
NW_022145550.1,416088.0,429421.0
NW_022145550.1,441800.0,461487.0
NW_022145550.1,469191.0,508007.0
NW_022145550.1,508601.0,528288.0
NW_022145550.1,539362.0,569149.0
NW_022145550.1,576921.0,589454.0
NW_022145550.1,614446.0,619303.0
NW_022145550.1,657733.0,661420.0
NW_022145550.1,665016.0,671305.0
NW_022145550.1,671508.0,691361.0
NW_022145550.1,693823.0,734385.0
NW_022145550.1,813767.0,841833.0
NW_022145550.1,844700.0,854689.0
