first.seqnames	first.start	first.end	first.width	first.strand	second.seqnames	second.start	second.end	second.width	second.strand
Scaffold1721	58908	58961	54	*	Scaffold164	730228	730281	54	*
Scaffold1721	71662	71829	168	*	Scaffold360	111934	112101	168	*
Scaffold17212	2218	2292	75	*	Scaffold20	436129	436203	75	*
Scaffold1722	81095	81201	107	*	Scaffold239	227847	227952	106	*
Scaffold1722	29441	29491	51	*	Scaffold673	271613	271663	51	*
Scaffold172235	39	117	79	*	Scaffold179	558592	558670	79	*
Scaffold172269	1	69	69	*	Scaffold1393	213925	213993	69	*
Scaffold172269	7	66	60	*	Scaffold196	177037	177096	60	*
Scaffold17229	11883	11963	81	*	Scaffold177	681981	682061	81	*
Scaffold17229	47108	47181	74	*	Scaffold177	648684	648757	74	*
Scaffold17229	11287	11346	60	*	Scaffold177	682550	682609	60	*
Scaffold17229	5230	5305	76	*	Scaffold177	686707	686783	77	*
Scaffold17229	23822	23880	59	*	Scaffold177	665824	665883	60	*
Scaffold17229	29362	29411	50	*	Scaffold177	663111	663160	50	*
Scaffold17229	45530	45584	55	*	Scaffold177	650359	650412	54	*
Scaffold17229	21299	21370	72	*	Scaffold177	668263	668334	72	*
Scaffold17229	15301	15382	82	*	Scaffold177	677021	677102	82	*
Scaffold17229	46943	46996	54	*	Scaffold177	648869	648922	54	*
Scaffold17229	22427	22509	83	*	Scaffold177	667204	667286	83	*
Scaffold17229	40128	40207	80	*	Scaffold177	655066	655145	80	*
Scaffold17229	42081	42166	86	*	Scaffold177	653722	653807	86	*
Scaffold17229	30333	30392	60	*	Scaffold177	662145	662204	60	*
Scaffold17229	40821	40898	78	*	Scaffold177	654481	654558	78	*
Scaffold17229	5307	5371	65	*	Scaffold177	686641	686705	65	*
Scaffold17229	5380	5438	59	*	Scaffold177	686573	686632	60	*
Scaffold17229	5147	5197	51	*	Scaffold177	686814	686864	51	*
Scaffold17229	29242	29360	119	*	Scaffold177	663162	663279	118	*
Scaffold17229	29610	29672	63	*	Scaffold177	662856	662917	62	*
Scaffold172309	263	317	55	*	Scaffold1625	169534	169588	55	*
Scaffold172309	263	317	55	*	Scaffold974	62332	62386	55	*
Scaffold172309	263	317	55	*	Scaffold974	78663	78717	55	*
Scaffold1724	72788	72839	52	*	Scaffold197	853254	853304	51	*
Scaffold1724	75313	75375	63	*	Scaffold197	851734	851796	63	*
Scaffold17247	9328	9377	50	*	Scaffold1591	25438	25487	50	*
Scaffold17247	10495	10548	54	*	Scaffold2102	76945	76998	54	*
Scaffold17247	9413	9484	72	*	Scaffold584	102356	102427	72	*
Scaffold1725	29118	29188	71	*	Scaffold974	125934	126004	71	*
Scaffold17251	16281	16336	56	*	Scaffold509	58075	58130	56	*
Scaffold17253	5563	5626	64	*	Scaffold485	62149	62212	64	*
Scaffold17253	5563	5626	64	*	Scaffold485	53093	53156	64	*
Scaffold17253	14732	14789	58	*	Scaffold485	45535	45593	59	*
Scaffold17253	7656	7707	52	*	Scaffold485	51047	51098	52	*
Scaffold17258	6973	7038	66	*	Scaffold722	209521	209586	66	*
Scaffold17258	9207	9257	51	*	Scaffold722	211944	211994	51	*
Scaffold17258	14689	14746	58	*	Scaffold722	219735	219793	59	*
Scaffold172598	14	93	80	*	Scaffold759	98299	98378	80	*
Scaffold17260	13685	13737	53	*	Scaffold5877	6772	6824	53	*
Scaffold17269	9612	9678	67	*	Scaffold563	311877	311943	67	*
Scaffold17269	27672	27742	71	*	Scaffold563	292592	292662	71	*
Scaffold17269	50612	50674	63	*	Scaffold563	275072	275134	63	*
Scaffold1727	150685	150751	67	*	Scaffold1060	179197	179263	67	*
Scaffold1727	95390	95448	59	*	Scaffold1060	229259	229317	59	*
Scaffold1727	50457	50518	62	*	Scaffold1060	275478	275539	62	*
Scaffold1727	56537	56631	95	*	Scaffold1060	268869	268963	95	*
Scaffold1727	135134	135253	120	*	Scaffold1060	190777	190896	120	*
Scaffold1727	50595	50659	65	*	Scaffold1060	275337	275401	65	*
Scaffold1727	153915	153964	50	*	Scaffold1060	176744	176793	50	*
Scaffold1727	56537	56631	95	*	Scaffold1060	266766	266860	95	*
Scaffold1727	119360	119419	60	*	Scaffold1060	202309	202368	60	*
Scaffold1727	96849	96908	60	*	Scaffold1060	227185	227244	60	*
Scaffold1727	147908	147969	62	*	Scaffold1060	182259	182320	62	*
Scaffold1727	164450	164547	98	*	Scaffold1060	165149	165246	98	*
Scaffold1727	75407	75456	50	*	Scaffold1060	246129	246178	50	*
Scaffold1727	152785	152834	50	*	Scaffold1060	176744	176793	50	*
Scaffold1727	69028	69124	97	*	Scaffold1060	254685	254781	97	*
Scaffold1727	11928	11982	55	*	Scaffold1060	302549	302603	55	*
Scaffold1727	46740	46846	107	*	Scaffold1060	279006	279112	107	*
Scaffold1727	164872	164961	90	*	Scaffold1060	164735	164824	90	*
Scaffold1727	119283	119357	75	*	Scaffold1060	202371	202445	75	*
Scaffold1727	94464	94522	59	*	Scaffold1060	229259	229317	59	*
Scaffold1727	62488	62545	58	*	Scaffold1060	261856	261913	58	*
Scaffold1727	95334	95388	55	*	Scaffold1060	229319	229373	55	*
Scaffold1727	51767	51837	71	*	Scaffold1060	273981	274051	71	*
Scaffold1727	73146	73223	78	*	Scaffold1060	248701	248778	78	*
Scaffold1727	136786	136835	50	*	Scaffold1060	189395	189444	50	*
Scaffold1727	169527	169656	130	*	Scaffold1060	159185	159314	130	*
Scaffold1727	12078	12128	51	*	Scaffold1060	302397	302447	51	*
Scaffold1727	69218	69291	74	*	Scaffold1060	254523	254596	74	*
Scaffold1727	94408	94462	55	*	Scaffold1060	229319	229373	55	*
Scaffold1727	151442	151496	55	*	Scaffold1060	178178	178232	55	*
Scaffold1727	3119	3205	87	*	Scaffold1060	315735	315821	87	*
Scaffold1727	13749	13837	89	*	Scaffold1060	300381	300469	89	*
Scaffold1727	160708	160757	50	*	Scaffold1060	168890	168939	50	*
Scaffold1727	98026	98085	60	*	Scaffold1060	227185	227244	60	*
Scaffold1727	60584	60664	81	*	Scaffold1060	264288	264368	81	*
Scaffold1727	46760	46826	67	*	Scaffold448	218953	219019	67	*
Scaffold1727	69035	69102	68	*	Scaffold9952	1	68	68	*
Scaffold17270	16288	16343	56	*	Scaffold152	672807	672862	56	*
Scaffold17270	16288	16364	77	*	Scaffold5815	1544	1620	77	*
Scaffold17273	17906	17954	49	*	Scaffold1396	368410	368458	49	*
Scaffold17273	15945	16011	67	*	Scaffold1396	370345	370411	67	*
Scaffold17273	8307	8357	51	*	Scaffold1396	376656	376706	51	*
Scaffold17273	3890	3998	109	*	Scaffold1396	380861	380969	109	*
Scaffold17273	23766	23828	63	*	Scaffold1396	366417	366479	63	*
Scaffold17273	6435	6484	50	*	Scaffold1396	377627	377676	50	*
Scaffold17273	5164	5221	58	*	Scaffold1396	379213	379270	58	*
Scaffold17273	12035	12088	54	*	Scaffold1396	373345	373398	54	*
Scaffold17273	11984	12033	50	*	Scaffold1396	373400	373449	50	*
Scaffold17273	18082	18163	82	*	Scaffold1396	368201	368282	82	*
Scaffold17273	6435	6484	50	*	Scaffold156	745934	745983	50	*
Scaffold17273	3890	3998	109	*	Scaffold156	742656	742764	109	*
Scaffold17273	5164	5221	58	*	Scaffold156	744360	744417	58	*
Scaffold172743	25	89	65	*	Scaffold198	95755	95819	65	*
Scaffold17276	2489	2538	50	*	Scaffold2280	3648	3697	50	*
Scaffold1728	23424	23515	92	*	Scaffold1325	64021	64112	92	*
Scaffold1728	23336	23388	53	*	Scaffold1325	63933	63985	53	*
Scaffold1728	15127	15180	54	*	Scaffold1325	57046	57099	54	*
Scaffold1728	4462	4514	53	*	Scaffold1325	52059	52111	53	*
Scaffold1728	25943	26016	74	*	Scaffold1325	68040	68113	74	*
Scaffold1728	6249	6300	52	*	Scaffold1325	53030	53081	52	*
Scaffold1728	6158	6247	90	*	Scaffold1325	52939	53028	90	*
Scaffold1728	19220	19280	61	*	Scaffold1325	58102	58162	61	*
Scaffold1728	19320	19387	68	*	Scaffold1325	58202	58269	68	*
Scaffold1728	25833	25893	61	*	Scaffold1325	67924	67985	62	*
Scaffold1728	39916	39976	61	*	Scaffold1924	29763	29823	61	*
Scaffold1728	39916	39977	62	*	Scaffold320	419686	419747	62	*
Scaffold1728	47120	47173	54	*	Scaffold3800	25268	25321	54	*
Scaffold1728	39896	39975	80	*	Scaffold386	664197	664276	80	*
Scaffold1728	39898	39977	80	*	Scaffold494	104672	104751	80	*
Scaffold1728	39918	39977	60	*	Scaffold73	521269	521328	60	*
Scaffold17282	12180	12236	57	*	Scaffold338	590084	590140	57	*
Scaffold17282	12580	12640	61	*	Scaffold338	591346	591406	61	*
Scaffold1729	54723	54782	60	*	Scaffold1573	98591	98650	60	*
Scaffold1729	44534	44599	66	*	Scaffold1573	91764	91830	67	*
Scaffold1729	58715	58771	57	*	Scaffold1573	98591	98647	57	*
Scaffold1729	72843	72903	61	*	Scaffold1573	108299	108359	61	*
Scaffold1729	37706	37806	101	*	Scaffold1573	87941	88041	101	*
Scaffold172904	12	68	57	*	Scaffold511	581031	581087	57	*
Scaffold17291	21008	21063	56	*	Scaffold68	533847	533902	56	*
Scaffold17291	20146	20207	62	*	Scaffold68	532621	532682	62	*
Scaffold17291	32322	32377	56	*	Scaffold68	553197	553252	56	*
Scaffold17291	28359	28424	66	*	Scaffold68	549805	549871	67	*
Scaffold17291	28175	28234	60	*	Scaffold68	549608	549667	60	*
Scaffold17291	22314	22367	54	*	Scaffold68	535263	535316	54	*
Scaffold172921	765	817	53	*	Scaffold776	209195	209247	53	*
Scaffold17294	10712	10772	61	*	Scaffold1321	5225	5285	61	*
Scaffold17295	848	916	69	*	Scaffold672	114458	114526	69	*
Scaffold17298	24626	24686	61	*	Scaffold1641	165243	165303	61	*
Scaffold17298	23526	23579	54	*	Scaffold1641	169080	169133	54	*
Scaffold17298	24626	24686	61	*	Scaffold1641	170521	170581	61	*
Scaffold173	166098	166149	52	*	Scaffold1545	151345	151396	52	*
Scaffold173	162387	162437	51	*	Scaffold1545	155361	155411	51	*
Scaffold173	138246	138297	52	*	Scaffold1545	166833	166884	52	*
Scaffold173	73189	73267	79	*	Scaffold1545	255837	255915	79	*
Scaffold173	135149	135215	67	*	Scaffold1545	168526	168592	67	*
Scaffold173	73442	73505	64	*	Scaffold1545	255629	255692	64	*
Scaffold173	168742	168825	84	*	Scaffold1545	149724	149807	84	*
Scaffold173	158703	158755	53	*	Scaffold1545	157722	157774	53	*
Scaffold173	161074	161217	144	*	Scaffold1545	156943	157086	144	*
Scaffold1730	7115	7173	59	*	Scaffold63	410180	410238	59	*
Scaffold17302	10318	10403	86	*	Scaffold198	495193	495278	86	*
Scaffold17302	10318	10398	81	*	Scaffold3917	1	81	81	*
Scaffold17303	1640	1700	61	*	Scaffold313	99301	99361	61	*
Scaffold17303	1632	1697	66	*	Scaffold562	301417	301482	66	*
Scaffold173033	84	146	63	*	Scaffold77	128578	128640	63	*
Scaffold1731	89156	89210	55	*	Scaffold3	1207771	1207824	54	*
Scaffold1731	89156	89210	55	*	Scaffold738	385363	385416	54	*
Scaffold1731	89156	89210	55	*	Scaffold8028	5100	5153	54	*
Scaffold1731	93694	93797	104	*	Scaffold8028	2326	2429	104	*
Scaffold17318	14379	14430	52	*	Scaffold222	460597	460647	51	*
Scaffold1732	35660	35713	54	*	Scaffold3	1180811	1180863	53	*
Scaffold173216	201	259	59	*	Scaffold181	815616	815674	59	*
Scaffold173219	346	395	50	*	Scaffold2479	103485	103534	50	*
Scaffold17323	2501	2555	55	*	Scaffold30	215120	215174	55	*
Scaffold17324	32786	32845	60	*	Scaffold1250	151726	151784	59	*
Scaffold17324	8874	8926	53	*	Scaffold374	165362	165414	53	*
Scaffold17324	8337	8478	142	*	Scaffold374	164770	164910	141	*
Scaffold17324	12116	12178	63	*	Scaffold374	168874	168936	63	*
Scaffold17324	10613	10664	52	*	Scaffold374	167362	167413	52	*
Scaffold17324	2301	2359	59	*	Scaffold374	158844	158902	59	*
Scaffold17324	8189	8237	49	*	Scaffold374	164623	164672	50	*
Scaffold17324	8238	8313	76	*	Scaffold374	164674	164749	76	*
Scaffold17324	15671	15722	52	*	Scaffold374	172932	172983	52	*
Scaffold17324	10822	10886	65	*	Scaffold374	167591	167655	65	*
Scaffold17324	414	541	128	*	Scaffold374	156890	157017	128	*
Scaffold17324	7735	7790	56	*	Scaffold374	164158	164213	56	*
Scaffold17324	2502	2566	65	*	Scaffold374	159042	159106	65	*
Scaffold17324	68393	68496	104	*	Scaffold374	227270	227373	104	*
Scaffold17324	15768	15825	58	*	Scaffold374	173029	173086	58	*
Scaffold17324	58627	58677	51	*	Scaffold374	213903	213953	51	*
Scaffold17324	9031	9093	63	*	Scaffold374	165518	165580	63	*
Scaffold17328	10864	10924	61	*	Scaffold288	503983	504043	61	*
Scaffold17328	19972	20041	70	*	Scaffold564	309705	309774	70	*
Scaffold17328	20717	20775	59	*	Scaffold602	66802	66860	59	*
Scaffold17328	21361	21411	51	*	Scaffold79	375761	375811	51	*
Scaffold17328	19969	20018	50	*	Scaffold796	150121	150170	50	*
Scaffold17328	22769	22821	53	*	Scaffold960	301533	301585	53	*
Scaffold1733	348	407	60	*	Scaffold248	201148	201207	60	*
Scaffold17334	2287	2341	55	*	Scaffold13357	453	507	55	*
Scaffold17334	2343	2405	63	*	Scaffold23302	557	619	63	*
Scaffold17334	2287	2338	52	*	Scaffold470	293391	293442	52	*
Scaffold17334	2343	2500	158	*	Scaffold470	293447	293604	158	*
Scaffold17335	17720	17798	79	*	Scaffold1129	140389	140467	79	*
Scaffold17335	5627	5697	71	*	Scaffold3444	39946	40016	71	*
Scaffold17335	8156	8214	59	*	Scaffold3444	41921	41979	59	*
Scaffold17335	17720	17798	79	*	Scaffold3444	41921	41999	79	*
Scaffold17338	13219	13272	54	*	Scaffold234	387397	387450	54	*
Scaffold1734	52051	52122	72	*	Scaffold1644	32155	32226	72	*
Scaffold1734	52176	52228	53	*	Scaffold1644	10027	10079	53	*
Scaffold1734	43547	43615	69	*	Scaffold1644	18555	18624	70	*
Scaffold1734	52174	52228	55	*	Scaffold1644	32282	32336	55	*
Scaffold1734	43547	43615	69	*	Scaffold1644	26949	27018	70	*
Scaffold173432	188	243	56	*	Scaffold344	472593	472648	56	*
Scaffold17347	12969	13019	51	*	Scaffold182	313021	313071	51	*
Scaffold17352	25011	25068	58	*	Scaffold1696	83301	83358	58	*
Scaffold17352	1290	1357	68	*	Scaffold1696	120289	120356	68	*
Scaffold17352	411	478	68	*	Scaffold1696	120289	120356	68	*
Scaffold17357	6759	6809	51	*	Scaffold3327	57888	57938	51	*
Scaffold17357	6621	6671	51	*	Scaffold3327	57888	57938	51	*
Scaffold17357	9518	9576	59	*	Scaffold3327	61073	61131	59	*
Scaffold173663	96	145	50	*	Scaffold1256	396474	396523	50	*
Scaffold17367	10923	10980	58	*	Scaffold13	1291859	1291916	58	*
Scaffold17368	5163	5257	95	*	Scaffold325	341513	341607	95	*
Scaffold17368	5150	5211	62	*	Scaffold63	331900	331961	62	*
Scaffold17368	3357	3412	56	*	Scaffold698	76924	76979	56	*
Scaffold1737	93396	93460	65	*	Scaffold252	536864	536928	65	*
Scaffold1737	93331	93385	55	*	Scaffold252	536799	536853	55	*
Scaffold1737	9633	9683	51	*	Scaffold720	227701	227751	51	*
Scaffold1737	9014	9063	50	*	Scaffold720	228347	228396	50	*
Scaffold1737	86304	86361	58	*	Scaffold720	158184	158241	58	*
Scaffold1737	58008	58081	74	*	Scaffold720	185603	185676	74	*
Scaffold1737	57524	57601	78	*	Scaffold720	186089	186166	78	*
Scaffold1737	74539	74614	76	*	Scaffold720	169637	169712	76	*
Scaffold1737	43538	43613	76	*	Scaffold720	195140	195215	76	*
Scaffold1737	96721	96780	60	*	Scaffold720	147462	147521	60	*
Scaffold1737	125830	125881	52	*	Scaffold720	121644	121695	52	*
Scaffold1737	120538	120597	60	*	Scaffold720	125431	125490	60	*
Scaffold1737	77562	77679	118	*	Scaffold720	166495	166612	118	*
Scaffold1737	75388	75440	53	*	Scaffold720	168767	168819	53	*
Scaffold1737	74680	74742	63	*	Scaffold720	169501	169563	63	*
Scaffold1737	58139	58229	91	*	Scaffold720	185455	185545	91	*
Scaffold1737	9438	9487	50	*	Scaffold720	227898	227947	50	*
Scaffold1737	57623	57681	59	*	Scaffold720	186011	186069	59	*
Scaffold1737	91064	91127	64	*	Scaffold720	153063	153126	64	*
Scaffold1737	75456	75511	56	*	Scaffold720	168697	168752	56	*
Scaffold1737	119485	119542	58	*	Scaffold720	126450	126507	58	*
Scaffold1737	75708	75775	68	*	Scaffold720	168437	168504	68	*
Scaffold1737	37004	37053	50	*	Scaffold720	200671	200720	50	*
Scaffold1737	37066	37122	57	*	Scaffold720	200602	200658	57	*
Scaffold1737	9202	9269	68	*	Scaffold720	228134	228201	68	*
Scaffold1737	75854	75956	103	*	Scaffold720	168256	168358	103	*
Scaffold1737	19661	19721	61	*	Scaffold720	217119	217179	61	*
Scaffold1737	23428	23515	88	*	Scaffold720	212521	212608	88	*
Scaffold1737	44083	44155	73	*	Scaffold720	194610	194682	73	*
Scaffold17378	8174	8241	68	*	Scaffold426	506772	506838	67	*
Scaffold1738	29177	29254	78	*	Scaffold1395	43495	43572	78	*
Scaffold1738	13317	13378	62	*	Scaffold1395	81025	81086	62	*
Scaffold1738	48591	48671	81	*	Scaffold1395	21529	21609	81	*
Scaffold1738	71276	71349	74	*	Scaffold1395	2915	2988	74	*
Scaffold1738	1851	1904	54	*	Scaffold1395	67563	67616	54	*
Scaffold1738	84553	84612	60	*	Scaffold243	407481	407540	60	*
Scaffold1738	96154	96213	60	*	Scaffold243	407481	407540	60	*
Scaffold1738	107841	107896	56	*	Scaffold243	425432	425487	56	*
Scaffold1738	1851	1907	57	*	Scaffold24644	114	170	57	*
Scaffold17383	1623	1688	66	*	Scaffold894	85582	85648	67	*
Scaffold17393	12185	12248	64	*	Scaffold1515	114795	114858	64	*
Scaffold17393	12195	12248	54	*	Scaffold1992	16024	16077	54	*
Scaffold17393	12178	12245	68	*	Scaffold455	447747	447814	68	*
Scaffold17393	12177	12245	69	*	Scaffold72	450900	450968	69	*
Scaffold17394	41069	41119	51	*	Scaffold256	72383	72433	51	*
Scaffold17394	22855	22906	52	*	Scaffold3	1838286	1838337	52	*
Scaffold174	278239	278300	62	*	Scaffold156	165463	165524	62	*
Scaffold174	306125	306262	138	*	Scaffold156	136517	136654	138	*
Scaffold174	84469	84533	65	*	Scaffold156	335702	335766	65	*
Scaffold174	93845	93929	85	*	Scaffold156	326763	326847	85	*
Scaffold174	200616	200667	52	*	Scaffold156	242272	242323	52	*
Scaffold174	337760	337818	59	*	Scaffold156	106123	106181	59	*
Scaffold174	318410	318490	81	*	Scaffold156	126728	126808	81	*
Scaffold174	356454	356515	62	*	Scaffold156	88338	88398	61	*
Scaffold174	242592	242650	59	*	Scaffold156	203061	203119	59	*
Scaffold174	330529	330602	74	*	Scaffold156	112712	112785	74	*
Scaffold174	219242	219333	92	*	Scaffold156	220957	221048	92	*
Scaffold174	288941	289001	61	*	Scaffold156	154257	154317	61	*
Scaffold174	319641	319757	117	*	Scaffold156	125407	125522	116	*
Scaffold174	257027	257087	61	*	Scaffold156	188738	188798	61	*
Scaffold174	138399	138487	89	*	Scaffold156	291874	291962	89	*
Scaffold174	120924	120975	52	*	Scaffold156	309400	309451	52	*
Scaffold174	198694	198744	51	*	Scaffold156	244376	244426	51	*
Scaffold174	346282	346345	64	*	Scaffold156	98530	98593	64	*
Scaffold174	216028	216197	170	*	Scaffold156	224710	224879	170	*
Scaffold174	194076	194199	124	*	Scaffold156	247850	247973	124	*
Scaffold174	184302	184367	66	*	Scaffold156	255627	255692	66	*
Scaffold174	79233	79333	101	*	Scaffold156	339204	339304	101	*
Scaffold174	191275	191367	93	*	Scaffold156	250453	250545	93	*
Scaffold174	219775	219824	50	*	Scaffold156	220472	220521	50	*
Scaffold174	300217	300276	60	*	Scaffold156	142530	142589	60	*
Scaffold174	182618	182693	76	*	Scaffold156	257462	257537	76	*
Scaffold174	216499	216550	52	*	Scaffold156	224367	224418	52	*
Scaffold174	146904	146987	84	*	Scaffold156	283484	283567	84	*
Scaffold174	286763	286816	54	*	Scaffold156	156583	156636	54	*
Scaffold174	277570	277687	118	*	Scaffold156	166080	166197	118	*
Scaffold174	212553	212604	52	*	Scaffold156	230516	230567	52	*
Scaffold174	201527	201633	107	*	Scaffold156	241305	241411	107	*
Scaffold174	94374	94422	49	*	Scaffold156	326268	326317	50	*
Scaffold174	218546	218605	60	*	Scaffold156	221791	221850	60	*
Scaffold174	221712	221761	50	*	Scaffold156	219217	219266	50	*
Scaffold174	293099	293156	58	*	Scaffold156	150189	150246	58	*
Scaffold174	166283	166338	56	*	Scaffold156	270980	271035	56	*
Scaffold174	94809	94877	69	*	Scaffold156	325820	325887	68	*
Scaffold174	239815	239890	76	*	Scaffold156	205346	205421	76	*
Scaffold174	182420	182504	85	*	Scaffold156	257661	257745	85	*
Scaffold174	193875	193928	54	*	Scaffold156	248122	248175	54	*
Scaffold174	218380	218457	78	*	Scaffold156	221939	222016	78	*
Scaffold174	239227	239276	50	*	Scaffold156	205925	205973	49	*
Scaffold174	320180	320270	91	*	Scaffold156	124881	124971	91	*
Scaffold174	227170	227312	143	*	Scaffold156	214658	214800	143	*
Scaffold174	288862	288912	51	*	Scaffold156	154346	154396	51	*
Scaffold174	189145	189260	116	*	Scaffold156	252367	252482	116	*
Scaffold174	321696	321846	151	*	Scaffold156	121578	121728	151	*
Scaffold174	322012	322061	50	*	Scaffold156	121382	121431	50	*
Scaffold174	193961	194048	88	*	Scaffold156	248001	248089	89	*
Scaffold174	215884	215939	56	*	Scaffold156	224968	225023	56	*
Scaffold174	319390	319468	79	*	Scaffold156	125694	125772	79	*
Scaffold174	351536	351596	61	*	Scaffold156	93599	93659	61	*
Scaffold174	318588	318648	61	*	Scaffold156	126570	126630	61	*
Scaffold174	337561	337615	55	*	Scaffold156	106343	106397	55	*
Scaffold174	103380	103463	84	*	Scaffold156	319848	319931	84	*
Scaffold174	325703	325799	97	*	Scaffold156	117612	117708	97	*
Scaffold174	153207	153281	75	*	Scaffold156	278172	278246	75	*
Scaffold174	209541	209598	58	*	Scaffold156	233139	233196	58	*
Scaffold174	141429	141480	52	*	Scaffold156	290440	290491	52	*
Scaffold174	331119	331188	70	*	Scaffold156	112104	112173	70	*
Scaffold174	142559	142612	54	*	Scaffold156	288583	288636	54	*
Scaffold174	319314	319388	75	*	Scaffold156	125774	125848	75	*
Scaffold174	316637	316703	67	*	Scaffold156	128712	128778	67	*
Scaffold174	319542	319632	91	*	Scaffold156	125531	125620	90	*
Scaffold174	345440	345501	62	*	Scaffold156	99509	99570	62	*
Scaffold174	302701	302829	129	*	Scaffold156	139945	140073	129	*
Scaffold174	336024	336098	75	*	Scaffold156	107578	107652	75	*
Scaffold174	94728	94802	75	*	Scaffold156	325894	325968	75	*
Scaffold174	342160	342215	56	*	Scaffold156	101971	102026	56	*
Scaffold174	253778	253829	52	*	Scaffold156	192903	192954	52	*
Scaffold174	128629	128705	77	*	Scaffold156	299735	299811	77	*
Scaffold174	221964	222025	62	*	Scaffold156	218956	219017	62	*
Scaffold174	202519	202569	51	*	Scaffold156	240293	240343	51	*
Scaffold174	177694	177752	59	*	Scaffold156	262034	262092	59	*
Scaffold174	84637	84701	65	*	Scaffold156	335702	335766	65	*
Scaffold174	220181	220233	53	*	Scaffold156	220063	220115	53	*
Scaffold174	197127	197182	56	*	Scaffold156	245097	245152	56	*
Scaffold174	89769	89920	152	*	Scaffold156	333578	333730	153	*
Scaffold174	204600	204676	77	*	Scaffold156	238414	238490	77	*
Scaffold174	200486	200553	68	*	Scaffold156	242386	242453	68	*
Scaffold174	153106	153156	51	*	Scaffold156	278300	278350	51	*
Scaffold174	318534	318585	52	*	Scaffold156	126633	126684	52	*
Scaffold174	103267	103321	55	*	Scaffold156	319991	320045	55	*
Scaffold174	214128	214195	68	*	Scaffold156	229119	229186	68	*
Scaffold174	202727	202789	63	*	Scaffold156	240058	240120	63	*
Scaffold174	219828	219888	61	*	Scaffold156	220408	220468	61	*
Scaffold174	309240	309305	66	*	Scaffold156	133033	133098	66	*
Scaffold174	272019	272190	172	*	Scaffold156	171695	171866	172	*
Scaffold174	94224	94323	100	*	Scaffold156	326368	326467	100	*
Scaffold174	94928	94999	72	*	Scaffold156	325699	325770	72	*
Scaffold174	212804	212859	56	*	Scaffold156	230245	230300	56	*
Scaffold174	355927	355979	53	*	Scaffold156	88871	88923	53	*
Scaffold174	235182	235231	50	*	Scaffold156	209692	209741	50	*
Scaffold174	167888	167943	56	*	Scaffold156	270980	271035	56	*
Scaffold174	299391	299445	55	*	Scaffold156	143439	143493	55	*
Scaffold174	287888	287963	76	*	Scaffold156	155508	155583	76	*
Scaffold174	221783	221907	125	*	Scaffold156	219071	219195	125	*
Scaffold174	287086	287195	110	*	Scaffold156	156206	156315	110	*
Scaffold174	356540	356613	74	*	Scaffold156	88241	88315	75	*
Scaffold174	190908	190969	62	*	Scaffold156	250846	250908	63	*
Scaffold174	315224	315322	99	*	Scaffold156	129845	129943	99	*
Scaffold174	320272	320374	103	*	Scaffold156	124777	124879	103	*
Scaffold174	325818	325899	82	*	Scaffold156	117512	117593	82	*
Scaffold174	152766	152913	148	*	Scaffold156	278542	278689	148	*
Scaffold174	308130	308254	125	*	Scaffold156	134311	134435	125	*
Scaffold174	136747	136807	61	*	Scaffold156	293918	293978	61	*
Scaffold174	201715	201810	96	*	Scaffold156	241130	241225	96	*
Scaffold174	342083	342137	55	*	Scaffold156	102050	102104	55	*
Scaffold174	356140	356212	73	*	Scaffold156	88653	88725	73	*
Scaffold174	281173	281252	80	*	Scaffold156	162636	162715	80	*
Scaffold174	239087	239140	54	*	Scaffold156	206032	206085	54	*
Scaffold174	319470	319527	58	*	Scaffold156	125635	125692	58	*
Scaffold174	219621	219772	152	*	Scaffold156	220524	220675	152	*
Scaffold174	333246	333306	61	*	Scaffold156	109779	109839	61	*
Scaffold174	118326	118378	53	*	Scaffold156	311127	311179	53	*
Scaffold174	351536	351596	61	*	Scaffold226	89552	89612	61	*
Scaffold1740	25740	25792	53	*	Scaffold70	546059	546111	53	*
Scaffold17405	3664	3713	50	*	Scaffold874	87120	87169	50	*
Scaffold17405	2657	2706	50	*	Scaffold940	73219	73268	50	*
Scaffold1741	118057	118149	93	*	Scaffold1	1608675	1608767	93	*
Scaffold1741	118167	118243	77	*	Scaffold1	1608785	1608861	77	*
Scaffold1741	118058	118162	105	*	Scaffold5191	8439	8543	105	*
Scaffold1741	91151	91230	80	*	Scaffold558	389764	389843	80	*
Scaffold1741	100224	100278	55	*	Scaffold645	372731	372785	55	*
Scaffold1741	58053	58123	71	*	Scaffold694	94837	94907	71	*
Scaffold1741	84853	84906	54	*	Scaffold694	116023	116076	54	*
Scaffold1741	156914	156967	54	*	Scaffold694	164607	164660	54	*
Scaffold1741	77659	77719	61	*	Scaffold694	111328	111388	61	*
Scaffold1741	55645	55722	78	*	Scaffold694	93361	93438	78	*
Scaffold1741	72121	72175	55	*	Scaffold694	104830	104884	55	*
Scaffold17410	19811	19861	51	*	Scaffold1061	182447	182497	51	*
Scaffold17410	25892	25942	51	*	Scaffold2637	189485	189535	51	*
Scaffold17410	22814	22867	54	*	Scaffold2637	186093	186146	54	*
Scaffold17410	22498	22550	53	*	Scaffold2637	185766	185818	53	*
Scaffold17410	17715	17766	52	*	Scaffold2637	181072	181123	52	*
Scaffold17410	24047	24098	52	*	Scaffold2637	187600	187651	52	*
Scaffold17410	23974	24046	73	*	Scaffold2637	187525	187597	73	*
