first.seqnames	first.start	first.end	first.width	first.strand	second.seqnames	second.start	second.end	second.width	second.strand
Scaffold1546	114390	114439	50	*	Scaffold6217	10888	10937	50	*
Scaffold154650	5	86	82	*	Scaffold1814	135542	135623	82	*
Scaffold154650	1	86	86	*	Scaffold1837	19307	19392	86	*
Scaffold154650	7	78	72	*	Scaffold1886	24119	24190	72	*
Scaffold15469	1378	1434	57	*	Scaffold18	332082	332138	57	*
Scaffold1547	12528	12578	51	*	Scaffold1362	94050	94100	51	*
Scaffold15470	13829	13893	65	*	Scaffold453	597886	597950	65	*
Scaffold154706	108	174	67	*	Scaffold252	556871	556937	67	*
Scaffold15471	23959	24009	51	*	Scaffold336	66013	66062	50	*
Scaffold154722	327	411	85	*	Scaffold122	1186690	1186774	85	*
Scaffold15475	11101	11155	55	*	Scaffold46	9873	9927	55	*
Scaffold15475	12159	12213	55	*	Scaffold46	9873	9927	55	*
Scaffold1548	121330	121381	52	*	Scaffold1206	93701	93752	52	*
Scaffold1548	78684	78748	65	*	Scaffold191	139143	139207	65	*
Scaffold1548	25563	25614	52	*	Scaffold191	90994	91045	52	*
Scaffold1548	23341	23390	50	*	Scaffold191	88852	88901	50	*
Scaffold1548	78453	78502	50	*	Scaffold191	138915	138964	50	*
Scaffold1548	73185	73240	56	*	Scaffold191	132420	132475	56	*
Scaffold1548	114485	114539	55	*	Scaffold194	756468	756521	54	*
Scaffold1548	130611	130665	55	*	Scaffold194	737170	737224	55	*
Scaffold1548	111099	111158	60	*	Scaffold194	760696	760755	60	*
Scaffold1548	126461	126544	84	*	Scaffold194	742475	742558	84	*
Scaffold1548	126461	126544	84	*	Scaffold352	303329	303412	84	*
Scaffold1548	62847	62905	59	*	Scaffold415	123491	123548	58	*
Scaffold15484	24316	24366	51	*	Scaffold6286	346	396	51	*
Scaffold154897	5417	5502	86	*	Scaffold453	384314	384399	86	*
Scaffold15493	8425	8488	64	*	Scaffold1599	101634	101697	64	*
Scaffold15493	14722	14859	138	*	Scaffold1599	108179	108316	138	*
Scaffold15493	8334	8422	89	*	Scaffold1599	101543	101631	89	*
Scaffold15493	11875	11932	58	*	Scaffold1599	104148	104205	58	*
Scaffold15497	13218	13282	65	*	Scaffold616	34619	34682	64	*
Scaffold1550	63357	63433	77	*	Scaffold1777	134311	134387	77	*
Scaffold1550	64567	64646	80	*	Scaffold1777	134308	134387	80	*
Scaffold1550	65730	65809	80	*	Scaffold1777	134308	134387	80	*
Scaffold15500	9294	9408	115	*	Scaffold179	463312	463426	115	*
Scaffold15500	9951	10045	95	*	Scaffold179	470742	470836	95	*
Scaffold15500	4656	4720	65	*	Scaffold179	458419	458483	65	*
Scaffold15500	8452	8515	64	*	Scaffold179	462022	462085	64	*
Scaffold15500	19301	19352	52	*	Scaffold179	479781	479832	52	*
Scaffold15500	18396	18458	63	*	Scaffold179	479183	479245	63	*
Scaffold15500	16997	17081	85	*	Scaffold179	477640	477724	85	*
Scaffold15500	9951	10045	95	*	Scaffold179	464353	464447	95	*
Scaffold15500	12772	12841	70	*	Scaffold179	469407	469476	70	*
Scaffold15500	19127	19270	144	*	Scaffold179	479607	479750	144	*
Scaffold15500	7576	7634	59	*	Scaffold179	460895	460951	57	*
Scaffold15500	11496	11557	62	*	Scaffold179	466237	466298	62	*
Scaffold15500	12766	12843	78	*	Scaffold179	466945	467022	78	*
Scaffold15500	18337	18391	55	*	Scaffold179	479123	479177	55	*
Scaffold15500	3081	3143	63	*	Scaffold179	457590	457652	63	*
Scaffold15500	13910	13970	61	*	Scaffold179	467951	468011	61	*
Scaffold15505	3243	3305	63	*	Scaffold172	54789	54851	63	*
Scaffold1551	2369	2422	54	*	Scaffold306	604699	604752	54	*
Scaffold15511	13258	13319	62	*	Scaffold620	29670	29731	62	*
Scaffold155156	1	76	76	*	Scaffold5191	8834	8909	76	*
Scaffold15516	12768	12817	50	*	Scaffold13	1124953	1125002	50	*
Scaffold15516	2452	2518	67	*	Scaffold13	1119067	1119132	66	*
Scaffold15516	11085	11151	67	*	Scaffold13	1119067	1119132	66	*
Scaffold15518	14899	14961	63	*	Scaffold378	433510	433572	63	*
Scaffold15519	3257	3309	53	*	Scaffold114	37851	37903	53	*
Scaffold15519	11730	11781	52	*	Scaffold1896	115524	115575	52	*
Scaffold15519	5330	5402	73	*	Scaffold1896	111832	111904	73	*
Scaffold15519	11730	11781	52	*	Scaffold5168	2359	2410	52	*
Scaffold15522	13876	13963	88	*	Scaffold1193	6974	7061	88	*
Scaffold15522	17950	18029	80	*	Scaffold1193	2908	2987	80	*
Scaffold15522	13417	13476	60	*	Scaffold1193	7462	7521	60	*
Scaffold15522	16255	16342	88	*	Scaffold1193	4591	4678	88	*
Scaffold15522	13876	13963	88	*	Scaffold2493	39452	39539	88	*
Scaffold15522	23789	23838	50	*	Scaffold2493	43927	43976	50	*
Scaffold15522	16255	16338	84	*	Scaffold2493	41802	41885	84	*
Scaffold15522	17950	18032	83	*	Scaffold2493	43492	43574	83	*
Scaffold15522	13412	13476	65	*	Scaffold2836	15939	16003	65	*
Scaffold15522	13876	13963	88	*	Scaffold2836	16404	16491	88	*
Scaffold15522	13417	13476	60	*	Scaffold453	219554	219613	60	*
Scaffold15522	13876	13963	88	*	Scaffold453	220014	220101	88	*
Scaffold15522	33342	33392	51	*	Scaffold79	375274	375324	51	*
Scaffold15522	35413	35467	55	*	Scaffold8491	2001	2055	55	*
Scaffold15522	16255	16338	84	*	Scaffold8911	51760	51843	84	*
Scaffold15525	5163	5240	78	*	Scaffold1118	161926	162003	78	*
Scaffold15525	5206	5292	87	*	Scaffold3584	2782	2868	87	*
Scaffold15525	5158	5220	63	*	Scaffold425	283009	283071	63	*
Scaffold1553	48229	48280	52	*	Scaffold666	240347	240398	52	*
Scaffold15534	2726	2786	61	*	Scaffold822	242980	243040	61	*
Scaffold155347	1318	1424	107	*	Scaffold1407	62173	62279	107	*
Scaffold15535	20453	20530	78	*	Scaffold1	933288	933365	78	*
Scaffold15535	53447	53505	59	*	Scaffold10	408279	408337	59	*
Scaffold15535	20469	20531	63	*	Scaffold1044	165665	165727	63	*
Scaffold15535	20455	20526	72	*	Scaffold1148	107147	107218	72	*
Scaffold15535	20446	20514	69	*	Scaffold117	1133586	1133653	68	*
Scaffold15535	20458	20527	70	*	Scaffold1548	130697	130766	70	*
Scaffold15535	20457	20531	75	*	Scaffold1580	172852	172926	75	*
Scaffold15535	20452	20526	75	*	Scaffold1819	78097	78171	75	*
Scaffold15535	20445	20509	65	*	Scaffold1997	99109	99173	65	*
Scaffold15535	20444	20528	85	*	Scaffold22650	754	838	85	*
Scaffold15535	20463	20528	66	*	Scaffold24893	1762	1827	66	*
Scaffold15535	20444	20513	70	*	Scaffold263	171419	171488	70	*
Scaffold15535	20471	20531	61	*	Scaffold2779	4209	4269	61	*
Scaffold15535	20471	20531	61	*	Scaffold285	538198	538258	61	*
Scaffold15535	20470	20533	64	*	Scaffold290	126986	127049	64	*
Scaffold15535	20464	20529	66	*	Scaffold31390	404	469	66	*
Scaffold15535	20452	20508	57	*	Scaffold3200	42352	42408	57	*
Scaffold15535	20447	20518	72	*	Scaffold369	330504	330575	72	*
Scaffold15535	20448	20511	64	*	Scaffold411	174538	174601	64	*
Scaffold15535	20443	20508	66	*	Scaffold4808	10186	10251	66	*
Scaffold15535	20461	20528	68	*	Scaffold530	198797	198864	68	*
Scaffold15535	20464	20529	66	*	Scaffold561	550208	550273	66	*
Scaffold15535	20456	20523	68	*	Scaffold593	102849	102916	68	*
Scaffold15535	20444	20514	71	*	Scaffold601	312211	312281	71	*
Scaffold15535	20445	20523	79	*	Scaffold6138	7459	7537	79	*
Scaffold15535	20450	20536	87	*	Scaffold649	397176	397261	86	*
Scaffold15535	6187	6236	50	*	Scaffold663	60221	60270	50	*
Scaffold15536	10794	10861	68	*	Scaffold963	159914	159981	68	*
Scaffold1554	81674	81813	140	*	Scaffold348	225955	226094	140	*
Scaffold1554	20880	20928	49	*	Scaffold72	1029655	1029702	48	*
Scaffold1554	81674	81813	140	*	Scaffold72	980617	980756	140	*
Scaffold1554	45644	45696	53	*	Scaffold72	1011825	1011877	53	*
Scaffold1554	62592	62648	57	*	Scaffold72	996894	996950	57	*
Scaffold1554	19081	19130	50	*	Scaffold72	1031524	1031573	50	*
Scaffold1554	62902	62974	73	*	Scaffold72	996569	996641	73	*
Scaffold1554	48639	48699	61	*	Scaffold72	1009927	1009987	61	*
Scaffold1554	102142	102195	54	*	Scaffold72	963753	963806	54	*
Scaffold1554	17507	17569	63	*	Scaffold72	1033869	1033931	63	*
Scaffold1554	75774	75902	129	*	Scaffold72	986063	986191	129	*
Scaffold1554	71093	71154	62	*	Scaffold72	988883	988943	61	*
Scaffold1554	75774	75905	132	*	Scaffold8013	2735	2866	132	*
Scaffold15544	1593	1667	75	*	Scaffold2311	192851	192925	75	*
Scaffold15544	13166	13221	56	*	Scaffold75	272687	272742	56	*
Scaffold15544	16589	16644	56	*	Scaffold75	290984	291039	56	*
Scaffold15544	16514	16578	65	*	Scaffold75	280317	280381	65	*
Scaffold15544	10740	10791	52	*	Scaffold75	274133	274184	52	*
Scaffold15544	10342	10395	54	*	Scaffold75	273545	273598	54	*
Scaffold15544	16589	16644	56	*	Scaffold75	280392	280447	56	*
Scaffold15544	13169	13221	53	*	Scaffold75	277229	277281	53	*
Scaffold1555	11378	11444	67	*	Scaffold1496	456017	456082	66	*
Scaffold1555	48756	48805	50	*	Scaffold1496	480554	480603	50	*
Scaffold1555	43799	43870	72	*	Scaffold1496	475865	475936	72	*
Scaffold1555	17820	17882	63	*	Scaffold1496	459570	459632	63	*
Scaffold1555	11143	11206	64	*	Scaffold1496	455785	455848	64	*
Scaffold1555	23014	23089	76	*	Scaffold1496	462788	462863	76	*
Scaffold1555	43933	44020	88	*	Scaffold1496	476009	476096	88	*
Scaffold1555	53247	53341	95	*	Scaffold1496	484165	484258	94	*
Scaffold1555	6986	7038	53	*	Scaffold1496	452094	452145	52	*
Scaffold1555	48613	48689	77	*	Scaffold1496	481437	481513	77	*
Scaffold1555	48235	48313	79	*	Scaffold1496	480411	480489	79	*
Scaffold1557	142887	142983	97	*	Scaffold1256	422188	422283	96	*
Scaffold1557	83809	83913	105	*	Scaffold1256	359375	359479	105	*
Scaffold1557	67979	68042	64	*	Scaffold1256	348742	348805	64	*
Scaffold1557	61402	61462	61	*	Scaffold1256	342106	342166	61	*
Scaffold1557	22503	22596	94	*	Scaffold1256	305400	305493	94	*
Scaffold1557	65974	66036	63	*	Scaffold1256	347553	347614	62	*
Scaffold1557	65090	65139	50	*	Scaffold1256	346708	346757	50	*
Scaffold1557	135109	135267	159	*	Scaffold1256	414741	414898	158	*
Scaffold1557	13532	13598	67	*	Scaffold1256	296113	296179	67	*
Scaffold1557	21775	21982	208	*	Scaffold1256	304673	304880	208	*
Scaffold1557	118888	119092	205	*	Scaffold1256	400981	401185	205	*
Scaffold1557	26717	26834	118	*	Scaffold1256	308716	308833	118	*
Scaffold1557	118290	118389	100	*	Scaffold1256	400351	400452	102	*
Scaffold1557	79932	79985	54	*	Scaffold1256	356119	356172	54	*
Scaffold1557	84069	84156	88	*	Scaffold1256	359636	359723	88	*
Scaffold1557	81223	81293	71	*	Scaffold1256	356850	356920	71	*
Scaffold1557	81908	82024	117	*	Scaffold1256	357933	358049	117	*
Scaffold1557	91237	91289	53	*	Scaffold1256	364329	364381	53	*
Scaffold1557	108745	108857	113	*	Scaffold1256	389924	390037	114	*
Scaffold1557	108745	108857	113	*	Scaffold1256	382553	382666	114	*
Scaffold1557	115791	115948	158	*	Scaffold1256	398374	398531	158	*
Scaffold1557	65817	65878	62	*	Scaffold1256	347370	347431	62	*
Scaffold1557	74462	74624	163	*	Scaffold1256	352030	352193	164	*
Scaffold1557	22392	22447	56	*	Scaffold1256	305291	305346	56	*
Scaffold1557	93649	93725	77	*	Scaffold1256	366790	366866	77	*
Scaffold1557	84178	84236	59	*	Scaffold1256	359740	359798	59	*
Scaffold1557	90632	90867	236	*	Scaffold1256	363736	363971	236	*
Scaffold1557	90231	90366	136	*	Scaffold1256	363341	363476	136	*
Scaffold1557	31661	31755	95	*	Scaffold1256	311339	311433	95	*
Scaffold1557	121285	121347	63	*	Scaffold1256	403364	403426	63	*
Scaffold1557	144165	144236	72	*	Scaffold1256	423722	423791	70	*
Scaffold1557	44514	44566	53	*	Scaffold1256	330956	331008	53	*
Scaffold1557	148023	148189	167	*	Scaffold1256	425002	425168	167	*
Scaffold1557	116356	116434	79	*	Scaffold1256	398961	399038	78	*
Scaffold1557	75867	76046	180	*	Scaffold1256	353150	353329	180	*
Scaffold1557	147941	148005	65	*	Scaffold1256	424923	424987	65	*
Scaffold1557	96677	96767	91	*	Scaffold1256	368714	368804	91	*
Scaffold1557	137959	138033	75	*	Scaffold1256	417147	417221	75	*
Scaffold1557	98155	98207	53	*	Scaffold1256	377034	377086	53	*
Scaffold1557	118435	118515	81	*	Scaffold1256	400498	400579	82	*
Scaffold1557	81322	81372	51	*	Scaffold1256	356949	356999	51	*
Scaffold1557	10830	10946	117	*	Scaffold1256	294204	294320	117	*
Scaffold1557	138706	138823	118	*	Scaffold1256	418338	418455	118	*
Scaffold1557	20742	20879	138	*	Scaffold1256	303601	303738	138	*
Scaffold1557	142792	142883	92	*	Scaffold1256	422092	422184	93	*
Scaffold1557	122457	122507	51	*	Scaffold1256	404538	404588	51	*
Scaffold1557	56106	56200	95	*	Scaffold1256	338107	338201	95	*
Scaffold1557	122355	122423	69	*	Scaffold1256	404436	404504	69	*
Scaffold1557	9908	9975	68	*	Scaffold1256	293292	293357	66	*
Scaffold1557	90004	90228	225	*	Scaffold1256	363114	363338	225	*
Scaffold1557	147753	147850	98	*	Scaffold1256	424734	424831	98	*
Scaffold1557	113739	113788	50	*	Scaffold1256	396474	396523	50	*
Scaffold1557	120134	120186	53	*	Scaffold1256	402252	402304	53	*
Scaffold1557	96677	96767	91	*	Scaffold1256	375421	375511	91	*
Scaffold1557	76435	76511	77	*	Scaffold1256	353642	353718	77	*
Scaffold1557	74219	74268	50	*	Scaffold1256	351782	351831	50	*
Scaffold1557	42271	42323	53	*	Scaffold1256	328923	328975	53	*
Scaffold1557	10179	10293	115	*	Scaffold1256	293560	293674	115	*
Scaffold1557	51008	51120	113	*	Scaffold1256	336391	336503	113	*
Scaffold1557	47530	47584	55	*	Scaffold1256	332679	332733	55	*
Scaffold1557	112139	112232	94	*	Scaffold1256	393094	393187	94	*
Scaffold1557	119883	119981	99	*	Scaffold1256	401994	402092	99	*
Scaffold1557	22676	22821	146	*	Scaffold1256	305572	305717	146	*
Scaffold1557	33430	33519	90	*	Scaffold1256	312712	312800	89	*
Scaffold1557	136863	136937	75	*	Scaffold1256	415800	415874	75	*
Scaffold1557	84003	84059	57	*	Scaffold1256	359569	359626	58	*
Scaffold1557	23457	23525	69	*	Scaffold1256	306257	306325	69	*
Scaffold1557	29591	29685	95	*	Scaffold1256	311339	311433	95	*
Scaffold1557	49190	49272	83	*	Scaffold1256	334200	334282	83	*
Scaffold1557	116303	116354	52	*	Scaffold1256	398908	398959	52	*
Scaffold1557	53326	53420	95	*	Scaffold1256	338107	338201	95	*
Scaffold1557	82176	82265	90	*	Scaffold1256	358213	358301	89	*
Scaffold1557	120200	120290	91	*	Scaffold1256	402318	402408	91	*
Scaffold1557	18123	18188	66	*	Scaffold1256	299733	299798	66	*
Scaffold1557	114685	114834	150	*	Scaffold1256	396953	397102	150	*
Scaffold1557	132242	132304	63	*	Scaffold1256	411729	411791	63	*
Scaffold1557	124079	124191	113	*	Scaffold1256	405607	405719	113	*
Scaffold1557	80019	80087	69	*	Scaffold1256	356209	356276	68	*
Scaffold1557	62266	62396	131	*	Scaffold1256	343476	343606	131	*
Scaffold1557	185374	185442	69	*	Scaffold248	201141	201209	69	*
Scaffold1557	193710	193782	73	*	Scaffold3412	20161	20232	72	*
Scaffold1557	193850	193912	63	*	Scaffold366	35859	35922	64	*
Scaffold1557	193888	193978	91	*	Scaffold577	313944	314034	91	*
Scaffold15572	4867	4922	56	*	Scaffold106	335780	335835	56	*
Scaffold15572	4845	4901	57	*	Scaffold113	601663	601719	57	*
Scaffold15572	4867	4922	56	*	Scaffold31778	623	678	56	*
Scaffold15572	4845	4895	51	*	Scaffold3512	19328	19378	51	*
Scaffold15572	4845	4901	57	*	Scaffold3606	13575	13631	57	*
Scaffold15580	4366	4421	56	*	Scaffold621	313060	313115	56	*
Scaffold15591	10686	10740	55	*	Scaffold567	326039	326093	55	*
Scaffold15591	10686	10740	55	*	Scaffold567	323025	323079	55	*
Scaffold15593	20252	20307	56	*	Scaffold1515	87249	87304	56	*
Scaffold15593	16064	16205	142	*	Scaffold1515	85925	86066	142	*
Scaffold15593	20117	20250	134	*	Scaffold1515	87114	87247	134	*
Scaffold156	109198	109262	65	*	Scaffold156	325469	325533	65	*
Scaffold156	91015	91070	56	*	Scaffold1636	73479	73534	56	*
Scaffold156	39662	39726	65	*	Scaffold2664	61491	61555	65	*
Scaffold15600	26965	27014	50	*	Scaffold517	20396	20445	50	*
Scaffold15600	16866	16915	50	*	Scaffold517	25398	25447	50	*
Scaffold15600	24410	24460	51	*	Scaffold517	23003	23053	51	*
Scaffold15603	5386	5455	70	*	Scaffold132	316560	316629	70	*
Scaffold15603	5386	5469	84	*	Scaffold140	790756	790839	84	*
Scaffold15603	5391	5461	71	*	Scaffold18	687111	687181	71	*
Scaffold15603	5397	5456	60	*	Scaffold725	303814	303873	60	*
Scaffold156050	89	138	50	*	Scaffold623	339903	339951	49	*
Scaffold15609	3208	3266	59	*	Scaffold251	551716	551774	59	*
Scaffold156091	1	117	117	*	Scaffold2	1554734	1554852	119	*
Scaffold15617	3362	3420	59	*	Scaffold2101	48204	48262	59	*
Scaffold15619	5363	5414	52	*	Scaffold1481	81252	81303	52	*
Scaffold15619	5271	5333	63	*	Scaffold1481	81344	81406	63	*
Scaffold1562	50127	50279	153	*	Scaffold2074	72858	73010	153	*
Scaffold1562	27750	27835	86	*	Scaffold265	271548	271633	86	*
Scaffold1562	47547	47602	56	*	Scaffold265	284157	284213	57	*
Scaffold1562	47547	47602	56	*	Scaffold839	150587	150643	57	*
Scaffold156229	22	71	50	*	Scaffold259	640459	640508	50	*
Scaffold15623	4177	4251	75	*	Scaffold691	157221	157296	76	*
Scaffold1563	73085	73140	56	*	Scaffold1407	62181	62236	56	*
Scaffold1563	10736	10871	136	*	Scaffold4697	1686	1821	136	*
Scaffold1563	54866	54921	56	*	Scaffold881	282461	282516	56	*
Scaffold1563	46303	46351	49	*	Scaffold881	274749	274798	50	*
Scaffold1563	7395	7475	81	*	Scaffold881	242909	242989	81	*
Scaffold1563	67023	67086	64	*	Scaffold881	297065	297128	64	*
Scaffold1563	74601	74663	63	*	Scaffold881	257149	257211	63	*
Scaffold1563	10736	10866	131	*	Scaffold881	248304	248434	131	*
Scaffold1563	34319	34368	50	*	Scaffold881	266815	266864	50	*
Scaffold1563	42910	42965	56	*	Scaffold881	270813	270868	56	*
Scaffold1563	36820	36900	81	*	Scaffold881	267511	267591	81	*
Scaffold1563	23770	23832	63	*	Scaffold881	257149	257211	63	*
Scaffold1563	62668	62754	87	*	Scaffold881	289104	289190	87	*
Scaffold1563	13808	13878	71	*	Scaffold881	252690	252760	71	*
Scaffold15639	42610	42682	73	*	Scaffold565	177858	177930	73	*
Scaffold15639	47745	47798	54	*	Scaffold565	170642	170695	54	*
Scaffold1564	11338	11389	52	*	Scaffold266	525816	525867	52	*
Scaffold1564	11337	11393	57	*	Scaffold2676	110293	110349	57	*
Scaffold1564	50131	50198	68	*	Scaffold810	205180	205247	68	*
Scaffold1564	51232	51290	59	*	Scaffold810	212881	212939	59	*
Scaffold1564	50128	50198	71	*	Scaffold810	213971	214041	71	*
Scaffold1564	51232	51290	59	*	Scaffold810	204088	204146	59	*
Scaffold156467	1	50	50	*	Scaffold123	727925	727974	50	*
Scaffold15653	9242	9334	93	*	Scaffold5496	12664	12756	93	*
Scaffold15653	8536	8591	56	*	Scaffold5496	12243	12298	56	*
Scaffold15654	11591	11640	50	*	Scaffold1942	19310	19359	50	*
Scaffold1566	51789	51840	52	*	Scaffold344	299237	299288	52	*
Scaffold1566	59269	59328	60	*	Scaffold344	296216	296275	60	*
Scaffold1566	50648	50706	59	*	Scaffold344	300537	300595	59	*
Scaffold1566	58354	58413	60	*	Scaffold344	296216	296275	60	*
Scaffold15662	9001	9056	56	*	Scaffold157	263435	263490	56	*
Scaffold15662	6882	6949	68	*	Scaffold238	699062	699129	68	*
Scaffold15662	12638	12689	52	*	Scaffold242	334985	335036	52	*
Scaffold15662	7943	8017	75	*	Scaffold2706	27246	27319	74	*
Scaffold15665	7529	7592	64	*	Scaffold2124	38141	38204	64	*
Scaffold15668	14320	14399	80	*	Scaffold1910	3925	4004	80	*
Scaffold15668	14306	14410	105	*	Scaffold680	18806	18910	105	*
Scaffold1567	19059	19119	61	*	Scaffold36	787846	787906	61	*
Scaffold1567	8576	8629	54	*	Scaffold36	795714	795767	54	*
Scaffold1567	25032	25114	83	*	Scaffold36	780767	780849	83	*
Scaffold1567	52282	52338	57	*	Scaffold36	757617	757673	57	*
Scaffold1567	22112	22162	51	*	Scaffold36	784815	784865	51	*
Scaffold1567	7400	7454	55	*	Scaffold36	796599	796653	55	*
Scaffold156720	11	78	68	*	Scaffold59	739902	739969	68	*
Scaffold156770	3958	4015	58	*	Scaffold12724	825	882	58	*
Scaffold156770	3932	3989	58	*	Scaffold19	721341	721398	58	*
Scaffold156770	3932	3984	53	*	Scaffold2145	47780	47834	55	*
Scaffold156770	3932	3987	56	*	Scaffold49	963472	963527	56	*
Scaffold1568	7150	7216	67	*	Scaffold16	647897	647963	67	*
Scaffold1568	69106	69176	71	*	Scaffold16	592573	592643	71	*
Scaffold1568	75259	75309	51	*	Scaffold16	583163	583213	51	*
Scaffold1568	37705	37766	62	*	Scaffold16	618180	618241	62	*
Scaffold1568	34927	34981	55	*	Scaffold16	618180	618234	55	*
Scaffold1568	61488	61537	50	*	Scaffold16	599655	599705	51	*
Scaffold1568	36735	36797	63	*	Scaffold16	616570	616632	63	*
Scaffold1568	17098	17185	88	*	Scaffold16	638933	639020	88	*
Scaffold1568	34411	34474	64	*	Scaffold16	618678	618741	64	*
Scaffold156803	119	201	83	*	Scaffold1558	205520	205602	83	*
Scaffold15682	23145	23223	79	*	Scaffold21	549259	549337	79	*
Scaffold15689	28166	28228	63	*	Scaffold1866	9236	9298	63	*
Scaffold15689	26939	27024	86	*	Scaffold1866	9829	9914	86	*
Scaffold15689	24686	24782	97	*	Scaffold1866	11786	11882	97	*
Scaffold15689	26939	27024	86	*	Scaffold50	970609	970694	86	*
Scaffold1569	38069	38118	50	*	Scaffold45	545951	546000	50	*
Scaffold156981	1	113	113	*	Scaffold2	1307843	1307955	113	*
Scaffold1570	25663	25732	70	*	Scaffold470	293536	293605	70	*
Scaffold1570	34995	35064	70	*	Scaffold5191	8638	8707	70	*
Scaffold1570	34993	35066	74	*	Scaffold651	582693	582766	74	*
Scaffold157037	43	109	67	*	Scaffold2637	255122	255188	67	*
Scaffold157043	850	906	57	*	Scaffold443	96083	96139	57	*
Scaffold1571	44591	44639	49	*	Scaffold1206	93916	93965	50	*
Scaffold1571	15235	15338	104	*	Scaffold1753	115407	115510	104	*
Scaffold15710	16850	16905	56	*	Scaffold514	261302	261356	55	*
Scaffold15711	42675	42728	54	*	Scaffold1049	108213	108266	54	*
Scaffold15711	26103	26228	126	*	Scaffold1049	88541	88666	126	*
Scaffold15713	5642	5695	54	*	Scaffold992	189437	189490	54	*
Scaffold157149	101	179	79	*	Scaffold272	454714	454792	79	*
Scaffold157172	168	216	49	*	Scaffold522	63969	64017	49	*
Scaffold15719	12747	12801	55	*	Scaffold114	42186	42239	54	*
Scaffold15719	12875	12927	53	*	Scaffold114	42323	42375	53	*
Scaffold15719	18900	18965	66	*	Scaffold114	47104	47169	66	*
Scaffold1572	58804	58860	57	*	Scaffold2469	14488	14544	57	*
Scaffold1572	58804	58860	57	*	Scaffold2469	18206	18262	57	*
Scaffold157261	100	149	50	*	Scaffold477	136744	136793	50	*
Scaffold157261	175	234	60	*	Scaffold477	136661	136720	60	*
Scaffold157279	49	115	67	*	Scaffold650	222487	222553	67	*
Scaffold157279	150	199	50	*	Scaffold650	222587	222635	49	*
Scaffold157285	148	200	53	*	Scaffold2502	62373	62425	53	*
Scaffold157285	142	191	50	*	Scaffold4453	3708	3757	50	*
Scaffold157320	89	170	82	*	Scaffold238	184181	184262	82	*
Scaffold1574	133274	133324	51	*	Scaffold1572	94847	94897	51	*
Scaffold1574	33209	33288	80	*	Scaffold22767	152	231	80	*
Scaffold1574	69675	69728	54	*	Scaffold3813	42770	42823	54	*
Scaffold15741	11242	11304	63	*	Scaffold4	1381290	1381352	63	*
Scaffold15744	2744	2794	51	*	Scaffold2681	50294	50345	52	*
Scaffold15744	4919	4972	54	*	Scaffold739	19831	19885	55	*
Scaffold15746	30114	30204	91	*	Scaffold194	714419	714509	91	*
Scaffold15746	31638	31722	85	*	Scaffold194	715854	715938	85	*
Scaffold15746	41168	41289	122	*	Scaffold194	724600	724719	120	*
Scaffold15748	647	698	52	*	Scaffold127	1008351	1008401	51	*
Scaffold15752	14500	14554	55	*	Scaffold1165	238655	238709	55	*
Scaffold15752	6729	6791	63	*	Scaffold1165	245780	245842	63	*
Scaffold15764	32066	32129	64	*	Scaffold2188	175708	175771	64	*
Scaffold15765	5122	5175	54	*	Scaffold1719	240158	240211	54	*
Scaffold15765	6004	6057	54	*	Scaffold325	434166	434219	54	*
Scaffold15770	5466	5521	56	*	Scaffold152	663454	663509	56	*
Scaffold15773	27935	28264	330	*	Scaffold470	293326	293655	330	*
Scaffold15776	18172	18224	53	*	Scaffold1604	43874	43926	53	*
Scaffold15776	16016	16076	61	*	Scaffold1604	41813	41873	61	*
Scaffold15779	10738	10791	54	*	Scaffold1324	125913	125966	54	*
Scaffold157869	12564	12626	63	*	Scaffold1269	151587	151649	63	*
Scaffold157869	10771	10870	100	*	Scaffold1269	150229	150328	100	*
Scaffold157869	1524	1600	77	*	Scaffold1269	137758	137834	77	*
Scaffold157869	12401	12489	89	*	Scaffold1269	151405	151494	90	*
Scaffold157869	1426	1505	80	*	Scaffold1269	137660	137739	80	*
Scaffold157869	6423	6476	54	*	Scaffold1269	146531	146584	54	*
Scaffold157869	6333	6415	83	*	Scaffold1269	146444	146526	83	*
Scaffold15789	43540	43590	51	*	Scaffold3712	983	1035	53	*
Scaffold15789	43658	43707	50	*	Scaffold3712	868	917	50	*
Scaffold15797	12067	12119	53	*	Scaffold597	624082	624134	53	*
Scaffold15797	14402	14451	50	*	Scaffold597	621755	621804	50	*
Scaffold15802	3883	3957	75	*	Scaffold151	496928	497002	75	*
Scaffold15802	5630	5714	85	*	Scaffold151	493327	493411	85	*
Scaffold15802	1768	1819	52	*	Scaffold151	499040	499091	52	*
Scaffold15802	4703	4801	99	*	Scaffold151	495068	495166	99	*
Scaffold15804	1672	1722	51	*	Scaffold212	423713	423763	51	*
Scaffold15805	10010	10180	171	*	Scaffold50	176635	176805	171	*
Scaffold1581	21022	21079	58	*	Scaffold400	604376	604434	59	*
Scaffold15814	19905	20006	102	*	Scaffold138	281911	282012	102	*
Scaffold15814	20420	20517	98	*	Scaffold138	282149	282245	97	*
Scaffold15814	20420	20517	98	*	Scaffold8426	6452	6548	97	*
Scaffold15814	19905	20006	102	*	Scaffold8426	6214	6315	102	*
Scaffold158149	126	185	60	*	Scaffold2004	148387	148445	59	*
Scaffold15819	8852	8915	64	*	Scaffold266	404616	404679	64	*
Scaffold15822	17538	17597	60	*	Scaffold1991	155838	155897	60	*
